"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"ACTG","316","Intermediate Financial Actg II","2656","Accounting","8","16","33","20","6","0","0","0","0","0","0","0","0","0","0","1","Pandit, Shailendra","84"
"ACTG","456","Business Law II","2656","Accounting","7","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Blessen, Richard Phillip","14"
"ACTG","475","Database Accounting Systems","2656","Accounting","3","3","1","1","3","0","0","0","0","0","0","0","0","0","0","0","Chen, Jason Victor","11"
"AH","210","Art/Archaeology of Egypt","2349","Classics & Mediterran Studies","8","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","Tobin, Jennifer L","11"
"AH","460","Topics in Modern & Contemp Art","2910","Art History","5","4","1","0","0","0","0","0","1","0","0","0","0","0","0","0","Dubin, Nina","11"
"ANTH","309","Writing Culture","2841","Anthropology","10","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","15"
"ARAB","101","Elementary Arabic I","2349","Classics & Mediterran Studies","57","14","5","0","0","0","0","0","0","0","1","0","0","0","0","6","Babiker, Mariam","83"
"ARCH","371","Architectural Theory 1","2911","School of Architecture","5","34","18","0","2","0","0","0","0","0","0","0","0","0","0","1","De Jong, Judith","60"
"ART","112","Introduction to Drawing","2583","Art","4","3","5","3","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","15"
"ART","170","Introduction to Moving Image","2583","Art","14","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","17"
"ART","190","Intro to Socially Engaged Art","2583","Art","15","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","Reynolds, Laurie Jo","18"
"ART","520","Seminar in Contemporary Theory","2583","Art","19","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Stratman, Deborah Renee","20"
"ART","530","Advanced Studio Arts & Crit","2583","Art","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Ischar, Doug","12"
"ASAM","125","Intro Asian Amer Studies","2492","English","11","3","1","0","0","0","0","1","0","0","0","0","0","0","0","4","Perillo, Jeffrey","20"
"ASP","080","Workshop for Calculus -LARES","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","1","Mankus, Terrance A","17"
"ASST","271","Late Imperial China","2316","History","3","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Hostetler, Laura E","15"
"BHIS","543","Health Care Project Management","2318","Biomed & Health Info Sciences","18","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Krive, Jacob","19"
"BIOE","240","Modeling Data and Systems","2437","Biomedical Eng - Engineering","14","9","9","5","1","0","0","0","0","0","0","0","0","0","0","1","Esmailbeigi, Hananeh","39"
"BIOS","331","Ecology Laboratory","2453","Biological Sciences","21","26","10","1","1","0","0","0","0","0","0","0","0","0","0","3","Ale, Som Bahadur","62"
"BIOS","352","Introductory Biochemistry","2453","Biological Sciences","27","82","57","1","1","0","0","0","0","0","0","0","0","0","0","13","Jeffery, Constance J","181"
"BIOS","490","Topics in Plant Ecology","2453","Biological Sciences","6","3","3","0","0","0","0","1","1","0","0","0","0","0","0","0","Howe, Henry Franklin","14"
"BIOS","592","Research Seminar","2453","Biological Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","Alfonso, Aixa","14"
"BMS","603","Medical Genetics","2761","Administration & Gen Exp","0","0","0","0","0","0","0","0","0","0","129","0","0","0","0","0","Ceman, Stephanie S","129"
"BMS","609","Medical Scholars Program","2761","Administration & Gen Exp","0","0","0","0","0","0","0","0","0","0","58","0","0","0","0","0","Instructor, Missing","58"
"BMS","666","Essentials Clinical Med I","2857","Medical Education","0","0","0","0","0","0","0","0","0","0","196","0","0","0","0","0","Khan, Asra R","196"
"BSTT","536","Survival Analysis","2891","Epidemiology and Biostatistics","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","Chen, Hua Yun","13"
"BVIS","502","Clin Sciences for BVIS","2318","Biomed & Health Info Sciences","14","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Bucher, Karen","16"
"ACTG","500","Intro Financial Actg","2656","Accounting","48","61","27","0","0","0","0","0","0","0","0","0","0","0","0","0","Balachandran, Sudhakar V","136"
"ACTG","503","Financial Accounting II","2656","Accounting","6","8","0","0","0","0","0","0","1","0","0","0","0","0","0","1","Galvan, Abel","16"
"ACTG","506","Management Accounting","2656","Accounting","8","9","2","0","0","0","0","0","0","0","1","0","0","0","0","0","Das, Somnath","20"
"AH","180","Intro to Museum & Exhibition","2910","Art History","11","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Locks, Damon","16"
"AH","599","Dissertation Research","2910","Art History","0","0","0","0","0","0","0","0","0","0","3","0","0","16","0","0","Dubin, Nina","19"
"AHS","101","Experiential Learning I","2797","Applied Health Sciences Admin","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0","John, Demetra","36"
