"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"ACTG","326","Cost Accounting","2656","Accounting","35","32","9","6","0","0","0","0","0","0","0","0","0","0","0","1","Trendell, Michael Thomas","83"
"ACTG","474","Actg Information Systems","2656","Accounting","14","7","0","0","1","0","0","0","1","0","0","0","0","0","0","3","Goodman, Charles Joseph","26"
"ACTG","506","Management Accounting","2656","Accounting","8","16","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Das, Somnath","26"
"AH","207","Topics in Arch Art Design","2910","Art History","10","6","1","2","5","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","24"
"AH","219","Art &Architecture of East Asia","2910","Art History","9","11","12","0","0","0","0","0","1","0","0","0","0","0","0","0","Becker, Catherine","33"
"AH","543","Writing for Exhibitions","2910","Art History","9","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Ise, Claudine","13"
"AH","599","Dissertation Research","2910","Art History","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","Dubin, Nina","15"
"ANTH","217","Immigration, Human Rights","2841","Anthropology","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Rodkey, Evin R","14"
"ANTH","314","Anthropology of Food","2841","Anthropology","13","6","1","1","0","0","0","0","0","0","1","0","0","0","0","1","Doane, Molly","23"
"ARCH","371","Architectural Theory 1","2911","School of Architecture","5","22","17","4","2","0","0","0","0","0","0","0","0","0","0","0","De Jong, Judith","50"
"ARCH","470","Structures I: Statics","2911","School of Architecture","32","9","3","1","0","0","0","0","0","0","0","0","0","0","0","0","Magruder, Robert","45"
"ARCH","566","Research Seminar","2911","School of Architecture","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","Andersen, Paul","10"
"ART","362","View Camera/Light Studio","2583","Art","6","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Minnix, Gary L","11"
"BA","200","Managerial Communication","2785","Business Administration Admini","70","13","3","1","1","0","0","0","0","0","0","0","0","0","0","1","Fotopoulos, Maria N","89"
"BA","289","Business Internship Program","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","36","5","0","Popowits, Michael T","41"
"BHIS","460","Intro to Hlth Informatics","2318","Biomed & Health Info Sciences","23","12","7","0","0","0","0","0","0","0","0","0","0","0","0","0","Patena, Karen R","42"
"BHIS","503","Comm Skills in HI","2318","Biomed & Health Info Sciences","56","19","1","0","2","0","0","0","0","0","0","0","0","0","0","4","Swirsky, Eric S","82"
"BHIS","520","Hlth Info Syst Analysis & Dsgn","2318","Biomed & Health Info Sciences","31","25","4","1","1","0","0","0","0","0","0","0","0","0","0","3","Orzechowski, John Stanley","65"
"BHIS","537","Hlth Care IT Vendor Mgmt","2318","Biomed & Health Info Sciences","39","9","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Kalagidis, Olympia","49"
"BIOE","240","Modeling Data and Systems","2437","Biomedical Eng - Engineering","12","16","8","3","1","0","0","0","1","0","0","0","0","0","0","3","Esmailbeigi, Hananeh","44"
"BIOE","396","Senior Design I","2437","Biomedical Eng - Engineering","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Kotche, Miiri Ann","10"
"BIOS","220","Genetics","2453","Biological Sciences","25","45","66","3","1","0","0","0","0","0","0","0","0","0","0","7","Nichols, Brian P","147"
"BIOS","222","Cell Biology","2453","Biological Sciences","70","120","58","17","3","0","0","0","0","0","0","0","0","0","0","15","Dubreuil, Ronald R.","283"
"BIOS","352","Introductory Biochemistry","2453","Biological Sciences","26","59","19","0","0","0","0","0","0","0","0","0","0","0","0","5","Jeffery, Constance J","109"
"BIOS","399","Independent Research","2453","Biological Sciences","0","0","0","0","0","0","0","14","0","0","0","0","0","11","0","0","Stark, Tricia C","25"
"BIOS","437","Tropical Ecology","2453","Biological Sciences","17","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Howe, Henry Franklin","33"
"BIOS","531","Ecology and Evolution I","2453","Biological Sciences","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Gonzalez-Meler, Miquel Angel","10"
