"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"AAST","271","Afr Amer & Politcs Incarceratn","2363","Black Studies","16","16","1","0","1","0","0","0","0","0","2","0","0","0","0","1","Jun, Helen Heran","37"
"AAST","340","Adv Interdisc Sem in AAST","2363","Black Studies","7","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Jabir, Johari","12"
"ACTG","500","Intro Financial Actg","2656","Accounting","0","0","0","0","0","0","0","0","0","0","46","0","0","0","0","0","Salama, Yehia A.","46"
"AD","100","Intro to Responsive Art","2702","School of Art and Design","15","5","0","1","1","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","22"
"AD","110","Graphic Design I","2702","School of Art and Design","4","16","2","1","1","0","0","0","0","0","0","0","0","0","0","1","Leithauser, Anna Lanier","25"
"AD","203","Topics in Drawing","2702","School of Art and Design","3","3","3","0","3","0","0","0","1","0","0","0","0","0","0","0","Frid, Dianna","13"
"AD","205","Intro Computer Graphics","2702","School of Art and Design","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","1","Ho, Ohn","18"
"AD","210","Graphic Design II","2702","School of Art and Design","12","21","4","1","0","0","0","0","1","0","0","0","0","0","0","1","Bracamontes-Roeger, Linda","40"
"AD","262","View Camera & Lighting Studio","2702","School of Art and Design","5","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Minnix, Gary L","13"
"AD","267","Digital Photography","2702","School of Art and Design","17","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Labatte, Jessica","21"
"AD","326","ID Materials and Methods","2702","School of Art and Design","1","6","1","0","2","0","0","0","0","0","0","0","0","0","0","0","Bosch, Marcus","10"
"AD","332","Topics in Painting","2702","School of Art and Design","15","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Fraser, Pamela","23"
"AD","454","3D Space I: Modeling","2702","School of Art and Design","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","Jonquil, Kristin","17"
"AD","502","Seminar In Contemp Theory","2702","School of Art and Design","10","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Puetz, Michelle","12"
"AH","510","Methods in Art History","2910","Art History","13","5","0","0","0","0","0","0","1","0","0","0","0","0","0","1","Higgins, Hannah B","20"
"ANTH","100","Human Adventure","2841","Anthropology","118","107","75","13","16","0","0","0","0","0","0","0","0","0","0","25","Grad Asst","354"
"ANTH","220","Method & Theory Archaeol","2841","Anthropology","9","8","6","1","0","0","0","0","0","0","0","0","0","0","0","0","Roosevelt, Anna C","24"
"ANTH","221","Old World Archaeology I","2841","Anthropology","4","6","8","4","1","0","0","0","0","0","0","0","0","0","0","4","Keeley, Lawrence H","27"
"ANTH","309","Writing Culture","2841","Anthropology","17","3","2","0","0","0","0","0","1","0","0","0","0","0","0","2","Gomberg-Munoz, Ruth Marie","25"
"ARCH","522","Topics in Arch Technology","2911","School of Architecture","3","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Lyster, Clare","16"
"ARCH","531","Arch Theory & History I","2911","School of Architecture","10","18","2","0","0","0","0","0","0","0","1","0","0","0","0","1","Somol, Robert E","32"
"ARCH","553","Architectural Design III","2911","School of Architecture","15","29","3","0","0","0","0","0","1","0","0","0","0","0","0","1","Dunn, Sarah E","49"
"ARCH","585","Arch Theory & History III","2911","School of Architecture","7","36","4","0","2","0","0","0","0","0","1","0","0","0","0","1","Dean, Penelope","51"
"ASAM","123","Intro Asian American Lit","2492","English","7","9","8","2","3","0","0","0","0","0","0","0","0","0","0","3","Grad Asst","32"
"BA","100","Business Admin Orientation","2785","Business Administration Admini","0","0","0","0","0","0","0","0","2","0","0","0","0","34","0","1","Nowacki, Donna","37"
"BA","100","Business Admin Orientation","2785","Business Administration Admini","0","0","0","0","0","0","0","0","5","0","0","0","0","31","0","2","Walters, Stacey Lynn","38"
"BHIS","437","Health Care Data","2318","Biomed & Health Info Sciences","38","6","4","1","0","0","0","0","3","0","0","0","0","0","0","5","Orzechowski, John Stanley","57"
"AAST","229","Africa and its Diasporas","2363","Black Studies","5","3","4","1","0","0","0","0","1","0","0","0","0","0","0","2","Jackson, Lynette A.","16"
"AAST","272","Race, Gender, and Sexuality","2363","Black Studies","2","10","2","0","2","0","0","0","0","0","0","0","0","0","0","2","Lamm, Zachary N","18"
"ACTG","456","Business Law II","2656","Accounting","34","9","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Roe, Helen M","44"
"ACTG","494","Professional Presence","2656","Accounting","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Popowits, Michael T","22"
"ACTG","508","Federal Income Tax-Grad","2656","Accounting","16","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Hong, Keejae P","28"
"AD","110","Graphic Design I","2702","School of Art and Design","12","48","8","1","2","0","0","0","0","0","1","0","0","0","0","2","Grad Asst","74"
"AD","120","Industrial Design I","2702","School of Art and Design","12","5","2","1","0","0","0","0","0","0","0","0","0","0","0","0","Wilkens, Kimberlee Marie","20"
"AD","219","Typography I","2702","School of Art and Design","8","6","2","0","1","0","0","0","0","0","0","0","0","0","0","0","Graw, Renata Siqueira","17"
"AD","274","Motion Graphics I","2702","School of Art and Design","14","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bodunrin, Adebukola","20"
"AD","278","Moving Image I","2702","School of Art and Design","13","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Stratman, Deborah Renee","20"
"AD","418","Indep Study/Graphic Design","2702","School of Art and Design","19","5","1","1","0","0","0","0","1","0","0","0","0","0","0","1","Starr, April","28"
"AH","274","Pre-Columb Art-Mesoamerca","2910","Art History","7","9","8","0","1","0","0","0","2","0","0","0","0","0","0","0","Baird, Ellen Taylor","27"
"ANAT","441","Gross Human Anatomy","2387","Anatomy and Cell Biology","35","45","9","2","0","0","0","0","0","0","0","0","0","0","0","0","Pescitelli, Maurice","91"
"ANTH","105","Human Evolution","2841","Anthropology","79","133","73","3","5","0","0","0","2","0","0","0","0","0","0","5","Grad Asst","300"
"ANTH","216","Medicine, Culture, & Society","2841","Anthropology","17","10","2","0","1","0","0","0","0","0","0","0","0","0","0","0","Patil, Crystal","30"
"ARAB","103","Intermediate Arabic I","2349","Classics & Mediterran Studies","46","13","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Kamal, Mustapha","60"
