"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"ACTG","210","Intro Financial Accounting","2656","Accounting","10","17","8","2","6","0","0","0","0","0","0","0","0","0","0","5","Galvan, Abel","48"
"ACTG","211","Intro Managerial Accounting","2656","Accounting","18","20","3","6","2","0","0","0","0","0","0","0","0","0","0","3","Maksy, Mostafa","52"
"ACTG","355","Business Law I","2656","Accounting","8","10","5","0","0","0","0","0","0","0","0","0","0","0","0","1","Roe, Helen M","24"
"ACTG","506","Management Accounting","2656","Accounting","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","Chalos, Peter","43"
"BA","289","Business Internship Program","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","Anderson, John D","13"
"BCMG","599","PhD Thesis Research","2509","Biochem & Molecular Genetics","0","0","0","0","0","0","0","0","0","0","1","0","0","42","0","0","Katzen, Alisa L","43"
"BHIS","517","Health Care Info Security","2318","Biomed & Health Info Sciences","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","Stevenson, Greer W.P.","40"
"BHIS","528","Consumer Hlth Informatics","2318","Biomed & Health Info Sciences","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","Dieter, Michael G","11"
"BHIS","595","BHIS Seminar","2318","Biomed & Health Info Sciences","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","1","Dieter, Michael G","13"
"BIOS","221","Genetics Lab","2453","Biological Sciences","10","8","7","0","0","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","26"
"BVIS","545","Computer-based Multimedia","2318","Biomed & Health Info Sciences","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Blew, Gregory A","12"
"CELE","616","Radiology","2713","Radiology","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","Instructor, Missing","18"
"CHEM","101","Preparatory Chemistry","2458","Chemistry","11","9","14","3","2","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","40"
"CHEM","112","General Chemistry I","2458","Chemistry","11","29","38","9","7","0","0","0","1","0","0","0","0","0","0","7","Grad Asst","102"
"CI","472","Testing/ESL Instruction","2783","Curriculum and Instruction","24","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Vidro, Crescence Mary","27"
"CI","481","Foundations Bilingual/ESL Ed","2783","Curriculum and Instruction","17","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","Tanabe, Margaret Ann","22"
"CI","484","Curri & Instruct Middle School","2783","Curriculum and Instruction","22","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Klonsky, Michael K","23"
"CLER","604","Surgery","2271","Surgery","0","0","0","0","0","0","0","0","0","0","39","0","0","0","0","0","Instructor, Missing","39"
"CLJ","345","Police in Society","2909","Criminology, Law, and Justice","21","5","1","1","0","0","0","0","0","0","0","0","0","0","0","1","Buslik, Marc S","29"
"COMM","102","Intro Interpersonal Comm","2493","Communication","7","12","8","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","27"
"COMM","103","Intro to Media","2493","Communication","4","6","9","2","1","0","0","0","0","0","0","0","0","0","0","0","Bui, Diem-My Thi","22"
"DADM","316","Comprehensive Care II A","2758","Dentistry Administration","86","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Lamb, Courtney C","99"
"ECE","225","Circuit Analysis","2949","Electrical & Computer Engr","3","5","9","2","0","0","0","0","0","0","0","0","0","0","0","1","Laxpati, Sharadbabu","20"
"ECE","310","Discrete &Cont Signal&Systms","2949","Electrical & Computer Engr","4","7","7","2","1","0","0","0","0","0","0","0","0","0","0","0","Priemer, Roland","21"
"ED","500","Philosophy of Ed Research","2208","Education","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","Tozer, Steven E","14"
"ENGL","243","American Lit to 1900","2492","English","6","10","5","0","1","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","22"
"EPSY","255","Child Develop & Elem Ed","2621","Educational Psychology","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","11"
"FIN","320","Managerial Finance","2691","Finance","9","10","2","0","1","0","0","0","0","0","0","0","0","0","0","1","Waite, Stanley","23"
"ACTG","494","Professional Presence","2656","Accounting","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Popowits, Michael T","21"
"BHIS","538","Health Care IT Admin","2318","Biomed & Health Info Sciences","38","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bobis, Kenneth G","42"
"BIOS","222","Cell Biology","2453","Biological Sciences","23","28","21","3","1","0","0","0","0","0","0","0","0","0","0","6","Grad Asst","82"
"BIOS","240","Homeostasis","2453","Biological Sciences","16","39","30","9","1","0","0","0","0","0","0","0","0","0","0","16","Malchow, Robert Paul","111"
"CHEM","114","General Chemistry II","2458","Chemistry","12","13","20","11","10","0","0","0","0","0","0","0","0","0","0","45","Grad Asst","111"
"CHSC","401","Behavioral Sci Pub Health","2245","Community Health Sciences","15","6","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Prohaska, Thomas R","24"
"CI","450","Literacy and Society","2783","Curriculum and Instruction","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","Grad Asst","17"
"CLER","617","Psychiatry","2500","Psychiatry & Behavioral Med","0","0","0","0","0","0","0","0","0","0","9","1","0","0","0","0","Instructor, Missing","10"
"CLJ","210","Principles of Criminal Law","2909","Criminology, Law, and Justice","8","14","21","1","1","0","0","0","1","0","0","0","0","0","0","1","Mappa, Jeff A","47"
"CLJ","262","Research Methods II","2909","Criminology, Law, and Justice","13","14","8","2","0","0","0","0","0","0","0","0","0","0","0","3","Grad Asst","40"
"DBSC","310","Dent Public Hlth &Occup Hlth","2628","Pediatric Dentistry","89","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Hryhorczuk, Christine S","93"
"ECE","311","Communication Engineering","2949","Electrical & Computer Engr","4","3","2","1","0","0","0","0","0","0","0","0","0","0","0","1","Laxpati, Sharadbabu","11"
"ECON","121","Principles of Macroeconomics","2525","Economics","11","11","6","2","1","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","32"
"ECON","333","International Economics","2525","Economics","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","3","Rezavi, Gibran H","37"
