"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"ANTH","102","Intro to Archaeology","2841","Anthropology","10","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","LaMotta, Vincent","13"
"ART","390","Art in Context","2583","Art","3","4","1","0","0","0","0","0","0","0","1","0","0","0","0","1","Delos Reyes, Jennifer","10"
"ASP","032","Engl for Academic Purposes II","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","0","Mielcarek, Stephanie M","10"
"BA","299","CBA Study Abroad","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","Prazza, Angela J","14"
"BA","589","Corporate Bus Intern Program","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","90","0","0","Anderson, John D","90"
"BIOS","100","Biol of Cells & Organisms","2453","Biological Sciences","24","23","6","1","1","0","0","0","0","0","0","0","0","0","0","0","Muller, Michael T","55"
"CC","060","TIE Reading &Writing Noncredit","2501","Vice Chanc for Academic Affair","0","0","0","0","0","0","0","0","0","0","0","0","0","26","7","0","Michalski, Mary F.","33"
"CELE","602","Anesthesiology","2258","Anesthesiology","0","0","0","0","0","1","0","0","0","0","6","4","0","0","0","0","Nishioka, Hokuto","11"
"CHEM","233","Organic Chemistry Lab I","2458","Chemistry","15","20","22","6","2","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","66"
"CHSC","423","Community Health 3","2245","Community Health Sciences","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Shapiro-Berkson, Stephanie B","14"
"CLJ","120","Crime and Society","2909","Criminology, Law, and Justice","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","Frohmann, Lisa G","14"
"CS","401","Computer Algorithms I","2610","Math, Statistics, & Comp Scnc","10","7","3","2","3","0","0","0","0","0","0","0","0","0","0","0","Adrovic, Danko","25"
"ECE","341","Probabil &Rand Proc for Engr","2949","Electrical & Computer Engr","3","1","7","2","1","0","0","0","0","0","0","0","0","0","0","1","Yardimci Cetin, Yasemin","15"
"ED","445","Adolescence & Schools","2208","Education","21","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","Hogan, Katherine Kasper","23"
"ENGL","102","Introduction to Film","2492","English","4","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","12"
"ENGR","289","Cooperative Engr Practice","2284","Engineering Admin","0","0","0","0","0","0","0","0","1","0","0","0","0","70","0","0","Coppola-Conroy, Rosemarie","71"
"EPSY","550","Rate Scale&Ques Des&Analy","2621","Educational Psychology","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Smith, Everett V","18"
"FIN","494","Options and Futures","2691","Finance","1","5","5","1","1","0","0","0","0","0","0","0","0","0","0","0","Golubeva, Evgenia","13"
"GWS","204","Gender and Popular Culture","2369","Gender and Women's Studies","6","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Kapadia, Ronak","11"
"HON","222","Honors Activity","2310","Honors College","0","0","0","0","0","0","0","26","0","0","0","0","0","7","0","0","Angeli, Julianne M","33"
"IDS","575","Business Analytic Statistics","2672","Information/Decision Sciences","14","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sclove, Stanley L","17"
"IDS","594","Healthcare Informatics","2672","Information/Decision Sciences","20","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Boyd, Andrew","30"
"MATH","180","Calculus I","2610","Math, Statistics, & Comp Scnc","10","12","9","5","3","0","0","0","0","0","0","0","0","0","0","3","Diep, Vi B","42"
"MATH","181","Calculus II","2610","Math, Statistics, & Comp Scnc","11","17","12","10","7","0","0","0","0","0","0","0","0","0","0","2","Shulman, Andrew M","59"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","8","8","11","3","1","0","0","0","0","0","0","0","0","0","0","2","Shulman, Andrew M","33"
"MDP","605","Block5: Digestion&Homeost 2","2718","Administration","0","0","0","0","0","0","0","0","0","0","66","0","0","0","0","0","Thomas, Dorian E","66"
"ME","347","Computer-Aided Design","2323","Mechanical & Industrial Engr","18","16","8","1","0","0","0","0","0","0","0","0","0","0","0","2","Hatami Marbini, Hamed","45"
"MGMT","350","External Environment of Bus","2846","Managerial Studies","4","9","2","1","0","0","0","0","0","0","0","0","0","0","0","0","Pagano, Anthony M","16"
"ACTG","210","Intro Financial Accounting","2656","Accounting","4","6","13","5","1","0","0","0","0","0","0","0","0","0","0","3","Salama, Yehia A.","32"
"ACTG","211","Intro Managerial Accounting","2656","Accounting","6","8","3","3","1","0","0","0","1","0","0","0","0","0","0","0","Kemp, Robert E","22"
