"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"ACTG","210","Intr Fiin Acct for Bus Scholar","2656","Accounting","9","7","8","1","0","0","0","0","0","0","0","0","0","0","0","0","Pandit, Shailendra","25"
"ACTG","500","Intro Financial Actg","2656","Accounting","67","17","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Goodman, Charles Joseph","85"
"ACTG","593","Actg Res Method&Communicatn","2656","Accounting","13","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Ramakrishnan, Ram T S","19"
"AH","232","Film History I: 1890-WWII","2492","English","4","6","2","0","1","0","0","0","0","0","0","0","0","0","0","1","Rubin, Martin L.","14"
"AH","546","Seminar Museum Exhibit Studies","2910","Art History","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","Hearn, Skyla S","10"
"AHS","101","Experiential Learning I","2797","Applied Health Sciences Admin","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","Doran, Eileen Marie","45"
"ANTH","105","Human Evolution","2841","Anthropology","0","0","0","0","0","0","0","0","0","0","237","0","0","0","0","9","Grad Asst","246"
"ANTH","223","Southwestern Archaeology","2841","Anthropology","10","8","1","0","1","0","0","0","0","0","0","0","0","0","0","0","LaMotta, Vincent","20"
"ANTH","279","South Asian Cultures","2841","Anthropology","8","5","0","0","1","0","0","0","1","0","0","0","0","0","0","1","Reddy, Gayatri","16"
"ART","240","Topics in Sculpture I","2583","Art","6","2","0","0","0","0","0","0","0","0","5","0","0","0","0","1","Young, Nathaniel James","14"
"ART","260","Topics in Digital Photography","2583","Art","17","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","John, Brian Morrison","20"
"ASP","032","Engl for Academic Purposes II","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","21","18","0","Carson, Jordan Marie","39"
"ASP","037","English Lab-Social Sciences","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","11","6","0","Zenner, Audrey Marsha","17"
"BA","100","Intro to UIC & Prof Dev","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","18","2","0","Wilson, Jeffrey Crossen","20"
"BA","289","Business Internship Program","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","1","0","0","82","2","1","Anderson, John D","86"
"BHIS","480","Mgmt & Bus Practices","2318","Biomed & Health Info Sciences","16","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Hitchcock, Lois Marie","26"
"BHIS","503","Comm Skills in HI","2318","Biomed & Health Info Sciences","38","18","2","0","2","0","0","0","0","0","0","0","0","0","0","1","Bimmerle, Cathleen","61"
"BIOE","472","Neural Models","2437","Biomedical Eng - Engineering","5","3","7","1","1","0","0","0","0","0","0","0","0","0","0","0","Patton, James","17"
"BIOE","595","Seminar on Bioengineering","2437","Biomedical Eng - Engineering","0","0","0","0","0","0","0","0","2","0","0","0","0","32","0","0","Khetani, Salman","34"
"BIOS","222","Cell Biology","2453","Biological Sciences","25","64","49","22","2","0","0","0","1","0","0","0","0","0","0","8","Alfonso, Aixa","171"
"BIOS","286","Biology of Brain","2453","Biological Sciences","28","71","36","4","1","0","0","0","0","0","0","0","0","0","0","5","Chuang, Chiou-Fen","145"
"BIOS","294","Special Topics in BIOS","2453","Biological Sciences","34","2","0","0","0","0","0","0","1","0","0","0","0","0","0","1","Alfonso, Aixa","38"
"BIOS","296","Directed Instruction","2453","Biological Sciences","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Nelson, Karin Noel","10"
"BMS","609","Medical Scholars Program","2761","Administration & Gen Exp","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","Thomas, Dorian E","32"
"CC","060","TIE Reading &Writing Noncredit","2501","Vice Chanc for Academic Affair","0","0","0","0","0","0","0","0","0","0","0","0","0","35","9","3","Michalski, Mary F.","47"
"CELE","620","Urban Medicine (UMed)","2857","Medical Education","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","Thomas, Dorian E","10"
"CHE","205","Computational Methods in ChE","2709","Chemical Engrg","16","15","2","5","0","0","0","0","0","0","0","0","0","0","0","3","Mehraeen, Shafigh","41"
"AAST","100","Intro African American Studies","2363","Black Studies","11","19","19","3","1","0","0","0","0","0","0","0","0","0","0","3","Jabir, Johari","56"
"AAST","265","The Harlem Renaissance","2363","Black Studies","9","3","0","2","0","0","0","0","2","0","0","0","0","0","0","1","Clarke, Ainsworth A.","17"
"ACTG","210","Intro Financial Accounting","2656","Accounting","8","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Jastrzebski, Ronald J","13"
"ACTG","456","Business Law II","2656","Accounting","24","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Marutzky, Eileen","33"
"ACTG","484","International Accounting","2656","Accounting","4","8","9","4","0","0","0","0","0","0","0","0","0","0","0","1","Salama, Yehia A.","26"
"ACTG","500","Intro Financial Actg","2656","Accounting","20","26","6","2","1","0","0","0","0","0","0","0","0","0","0","1","Thomas, Barbara Ann","56"
"AH","274","Pre-Columb Art-Mesoamerca","2910","Art History","7","7","10","0","2","0","0","0","2","0","0","0","0","0","0","0","Finegold, Andrew","28"
"AH","510","Methods in Art History","2910","Art History","9","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","Stimson, Blake","12"
"AH","532","Museum Collections","2910","Art History","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Scott, Jennifer A","12"
"AHS","365","Measurement in Rehab","2797","Applied Health Sciences Admin","17","16","4","0","0","0","0","0","0","0","0","0","0","0","0","0","Bulanda, Michelle M","37"
"ANTH","238","Biology of Women","2841","Anthropology","8","12","3","0","2","0","0","0","0","0","0","0","0","0","0","4","Klein, Laura Danielle","29"
"ARAB","201","Adv Arabic through Literature","2349","Classics & Mediterran Studies","21","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Kamal, Mustapha","23"
"ARCH","414","Contemporary Practices","2911","School of Architecture","4","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eisenschmidt, Alexander","15"
"ARCH","414","Contemporary Practices","2911","School of Architecture","6","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Lyster, Clare","15"
"ARCH","465","Advanced Topic Studio 1","2911","School of Architecture","13","17","4","0","0","0","0","0","1","0","0","0","0","0","0","0","Hicks, Stewart Roger","35"
"ARCH","574","Architectural Structures II","2911","School of Architecture","8","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Mojekwu, Eugene Chukwunonso","17"
"ARCH","585","Arch Theory & History III","2911","School of Architecture","3","14","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Eisenschmidt, Alexander","19"
"ARST","210","Art/Archaeology of Egypt","2349","Classics & Mediterran Studies","8","3","4","0","0","0","0","0","0","0","0","0","0","0","0","1","Tobin, Jennifer L","16"
"ART","112","Introduction to Drawing","2583","Art","26","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Nickodemus, Timothy Peter","39"
"ART","275","Topics in Screenwriting","2583","Art","13","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Reeder, Jennifer K","18"
"ART","530","Advanced Graduate Critique","2583","Art","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Raaf, Sabrina Kay","16"
"ASP","031","Engl for Academic Purposes I","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","8","7","0","Bonarek, Rebecca L","15"
"BA","494","Special Topics in BA","2785","Business Administration Admini","19","11","4","0","4","0","0","0","0","0","0","0","0","0","0","0","Atchley, Cindy J","38"
"BCMG","515","Journal Club","2509","Biochem & Molecular Genetics","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Benevolenskaya, Elizaveta V","10"
"BCMG","595","Student Research Seminars","2509","Biochem & Molecular Genetics","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","Moser, Bettina Anita","27"
"BHIS","406","Medical Terminology for HIM","2318","Biomed & Health Info Sciences","50","65","28","10","2","0","0","0","0","0","0","0","0","0","0","2","Wencel-Drake, June D","157"
"BHIS","461","Info Systems for HIM","2318","Biomed & Health Info Sciences","9","14","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Patena, Karen R","26"
"AAST","221","The Atlantic Slave Trade","2316","History","10","15","1","0","0","0","0","0","2","0","0","0","0","0","0","0","Hoppe, Kirk A","28"
"ACTG","210","Intro Fin Acct for Actg Majors","2656","Accounting","8","32","20","6","5","0","0","0","0","0","0","0","0","0","0","15","Pandit, Shailendra","86"
"ACTG","355","Business Law I","2656","Accounting","26","14","8","0","0","0","0","0","0","0","0","0","0","0","0","0","Marutzky, Eileen","48"
"ACTG","435","Auditing","2656","Accounting","29","40","27","0","1","0","0","0","0","0","0","0","0","0","0","0","Judd, Joshua Scott","97"
"ACTG","470","Ethical Environment Business","2656","Accounting","73","32","6","1","1","0","0","0","0","0","0","0","0","0","0","2","Scully, George","115"
"ACTG","475","Database Accounting Systems","2656","Accounting","14","5","4","2","4","0","0","0","0","0","0","0","0","0","0","1","Popowits, Michael T","30"
"ACTG","508","Federal Income Tax-Grad","2656","Accounting","5","2","1","1","0","0","0","0","1","0","0","0","0","0","0","0","Kohorst, Chad","10"
"AH","160","Trends in Contemp Art","2910","Art History","5","14","13","2","3","0","0","0","0","0","0","0","0","0","0","1","Stimson, Blake","38"
"AH","204","Greek Art & Archaeology","2349","Classics & Mediterran Studies","5","3","3","3","0","0","0","0","1","0","0","0","0","0","0","0","Ros, Karen E","15"
"AH","263","Latin Amer Colonial Art","2910","Art History","19","9","0","1","3","0","0","0","0","0","0","0","0","0","0","0","Esquivel, Savannah Leigh","32"
"AH","303","Writing in Art History","2910","Art History","3","5","0","0","1","0","0","0","0","0","0","0","0","0","0","1","Archias, S Elise","10"
"AH","545","Museum Genres, Pract and Inst","2910","Art History","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Quinn, Therese Maura","17"
"AH","599","Dissertation Research","2910","Art History","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","Becker, Catherine","20"
