"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"ACTG","500","Intro Financial Actg","2656","Accounting","12","12","1","0","0","0","0","0","1","0","0","0","0","0","0","0","Kirschenheiter, Michael","26"
"BA","299","CBA Study Abroad","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","Hayden, Theresa Marie","16"
"BCMG","599","PhD Thesis Research","2509","Biochem & Molecular Genetics","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","Katzen, Alisa L","35"
"BHIS","437","Health Care Data","2318","Biomed & Health Info Sciences","24","15","6","1","2","0","0","0","0","0","0","0","0","0","0","6","Orzechowski, John Stanley","54"
"BHIS","460","Intro to Hlth Informatics","2318","Biomed & Health Info Sciences","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Patena, Karen R","10"
"CHEM","114","General Chemistry II","2458","Chemistry","12","14","24","7","4","0","0","0","0","0","0","0","0","0","0","8","Jursich, Gregory","69"
"CHSC","400","Pub Hlth Concepts & Practice","2245","Community Health Sciences","25","7","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Shapiro-Berkson, Stephanie B","33"
"CI","529","Sec Sci Ed in Urban Settings","2783","Curriculum and Instruction","23","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","Miller, Christopher L.","26"
"COMM","100","Human Communication","2493","Communication","17","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","30"
"COMM","101","Intro to Communication","2493","Communication","3","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","15"
"DHD","594","Mobile Tech&Comp: AccessFeat","2871","Disability & Human Development","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Hooyenga, Kathy A","11"
