"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"AH","276","Topics Indigenous Art Americas","2910","Art History","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","10"
"BHIS","505","Ethics&Legal Issues/Hlth Info","2318","Biomed & Health Info Sciences","38","10","3","0","0","0","0","0","0","0","0","0","0","0","0","2","Swirsky, Eric S","53"
"BIOS","101","Populations & Communities","2453","Biological Sciences","13","6","4","0","1","0","0","0","0","0","0","0","0","0","0","1","Molumby, Alan J","25"
"BIOS","240","Homeostasis","2453","Biological Sciences","18","14","9","1","1","0","0","0","0","0","0","0","0","0","0","0","Malchow, Robert Paul","43"
"CHEM","222","Analytical Chemistry","2458","Chemistry","6","12","8","2","2","0","0","0","0","0","0","0","0","0","0","0","Rosenhouse-Dantsker, Avia","30"
"CLER","601","Obstetrics and Gynecology","2225","Obstetrics & Gynecology","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","Baron-Kuhn, Elizabeth A","43"
"CLER","605","Medicine","2586","Medicine","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","Khan, Asra R","40"
"CLER","633","Pediatrics","2339","Pediatrics","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","1","Instructor, Missing","15"
"CLJ","120","Crime and Society","2909","Criminology, Law, and Justice","4","6","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Maskaly, Jonathan","12"
"COMM","100","Human Communication","2493","Communication","8","2","1","0","0","0","0","0","0","0","10","0","0","0","0","3","Grad Asst","24"
"COMM","101","Intro to Communication","2493","Communication","3","4","3","1","1","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","12"
"CS","301","Languages and Automata","2699","Computer Science","7","6","4","1","0","0","0","0","0","0","0","0","0","0","0","0","Retterer-Moore, John","18"
"DBCS","321","Biomed and Clin Sciences VII","2758","Dentistry Administration","46","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Miloro, Mary Beth","52"
"EDPS","568","Education and the Law","2835","Educational Policy Studies","21","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Mayrowetz, David S","23"
"FIN","594","Risk Management","2691","Finance","16","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Banks, Marcia A","23"
