"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"ACTG","210","Intro Financial Accounting","2656","Accounting","11","13","11","2","3","0","0","0","0","0","0","0","0","0","0","7","Galvan, Abel","47"
"ACTG","446","Federal Income Tax II","2656","Accounting","6","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Kemp, Robert E","13"
"ACTG","516","Financial Statement Analysis","2656","Accounting","15","27","4","0","0","0","0","0","0","0","0","0","0","0","0","0","Ramakrishnan, Ram T S","46"
"AH","432","Topics in Film and Video","2910","Art History","29","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","31"
"BIOS","220","Genetics","2453","Biological Sciences","30","55","25","2","0","0","0","0","0","0","1","0","0","0","0","2","Grad Asst","115"
"CELE","616","Radiology","2713","Radiology","0","0","0","0","0","1","0","0","0","0","10","0","0","0","0","0","Courtesy, Instructor","11"
"CI","494","SpecTopicsinC&I:ProfLeadership","2783","Curriculum and Instruction","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Nieciak, John","11"
"CLER","604","Surgery","2271","Surgery","0","0","0","0","0","0","0","0","0","0","71","0","0","0","0","0","Courtesy, Instructor","71"
"DADM","332","Comprehensive Care IV-A","2758","Dentistry Administration","36","15","1","0","0","0","0","0","14","0","0","0","0","0","0","0","Vankanegan, Kevin E","66"
"DBSC","342","Practice Management II","2628","Pediatric Dentistry","61","1","0","0","0","0","0","0","0","0","28","0","0","0","0","0","Licari, Frank","90"
"ECE","225","Circuit Analysis","2949","Electrical & Computer Engr","5","4","10","3","0","0","0","0","0","0","0","0","0","0","0","1","Laxpati, Sharadbabu","23"
"ECE","310","Discrete &Cont Signal&Systms","2949","Electrical & Computer Engr","3","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","Priemer, Roland","12"
"ECON","221","Macroeconomics","2525","Economics","10","6","10","6","2","0","0","0","0","0","0","0","0","0","0","0","Karras, Georgios","34"
"ECON","270","Statistics for Economics","2525","Economics","9","6","2","1","0","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","19"
"ECON","331","Labor Economics","2525","Economics","21","5","2","1","0","0","0","0","0","0","0","0","0","0","0","2","Grad Asst","31"
"ECON","520","Microecon for Business","2525","Economics","12","15","7","2","1","0","0","0","0","0","0","0","0","0","0","0","Bassett, Gilbert W","37"
"ED","500","Philosophy of Ed Research","2208","Education","25","1","0","0","0","0","0","0","2","0","1","0","0","0","0","0","Tozer, Steven E","29"
"ENGL","234","History of Television","2493","Communication","2","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Melican, Debra Burns","11"
"FR","104","Intermediate French II","2606","Hispanic and Italian Studies","14","8","2","0","1","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","25"
"HIST","592","ApprToHistory:TeachAmerIndian","2316","History","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Hosmer, Brian","11"
"HPA","400","Princ of Mgmt in Public Health","2399","Health Policy & Administration","9","9","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Sewell, Richard Huston","19"
"IE","201","Financial Engineering","2323","Mechanical & Industrial Engr","16","8","3","3","0","0","0","0","2","0","0","0","0","0","0","1","Darabi, Houshang","33"
"KN","352","Physiology of Exercise","2960","Kinesiology and Nutrition","10","19","9","0","0","0","0","0","0","0","0","0","0","0","0","1","Munce, Thayne","39"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","14","22","22","6","6","0","0","0","0","0","0","0","0","0","0","3","Grad Asst","73"
"MATH","220","Differential Equations I","2610","Math, Statistics, & Comp Scnc","20","12","9","2","0","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","44"
"MBA","591","Doing Business in Brazil","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","1","Brand, David R","14"
"ME","428","Numerical Methods in ME","2323","Mechanical & Industrial Engr","11","9","5","3","0","0","0","0","0","0","0","0","0","0","0","1","Minkowycz, W J","29"
"MGMT","495","Competitive Strategy","2846","Managerial Studies","14","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","28"
"AH","100","Intro to Art &Art History","2910","Art History","4","5","4","0","1","0","0","0","1","0","0","0","0","0","0","3","Grad Asst","18"
"AH","207","Topics in Arch Art Design","2910","Art History","7","16","1","0","0","0","0","0","1","0","0","0","0","0","0","0","Grad Asst","25"
"ARAB","115","Intensive Elementary Arabic","2349","Classics & Mediterran Studies","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Achrati, Ahmed","12"
"ARCH","163","Intro to Arch I & II","2911","School of Architecture","3","6","4","3","0","0","0","0","0","0","0","0","0","0","0","0","Gil-Miguens, Iker","16"
"BIOS","101","Populations & Communities","2453","Biological Sciences","13","7","10","1","2","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","33"
"BIOS","350","General Microbiology","2453","Biological Sciences","17","19","11","5","0","0","0","0","0","0","0","0","0","0","0","3","Gibbons, Sandra Helen","55"
"BVIS","545","Computer-based Multimedia","2318","Biomed & Health Info Sciences","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Blew, Gregory A","15"
"CELE","602","Anesthesiology","2258","Anesthesiology","0","0","0","0","0","0","0","0","0","0","14","2","0","0","0","0","Courtesy, Instructor","16"
"CELE","604","Emergency  Medicine","2498","Emergency Medicine","0","0","0","0","0","0","0","0","0","0","24","0","2","0","0","0","Courtesy, Instructor","26"
"CHEM","222","Analytical Chemistry","2458","Chemistry","6","17","8","6","0","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","38"
"CI","464","Bilingualism and Literacy","2783","Curriculum and Instruction","30","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Trost-Shahata, Elisabeth Caroline","34"
"CI","481","Foundations Bilingual/ESL Ed","2783","Curriculum and Instruction","21","6","0","0","1","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","29"
"CI","484","Curri & Instruct Middle School","2783","Curriculum and Instruction","35","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Schultz, Brian David","38"
"CME","203","Strength Of Materials","2737","Civil, Matls & Env Engineering","20","12","15","3","3","0","0","0","0","0","0","0","0","0","0","2","Lemke, Donald G","55"
"COMM","100","Human Communication","2493","Communication","11","5","0","0","2","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","19"
"COMM","200","Communication Technologies","2493","Communication","3","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Yale, Camille K","14"
"ED","429","Practicum: Mid & HS Classrooms","2208","Education","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Mitchener, Carole P","17"
"EPSY","582","Collab w/Family-Community","2588","Special Education","4","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Abel, Barbara","10"
"FIN","500","Intro to Corp Finance","2691","Finance","12","7","8","3","1","0","0","0","0","0","0","0","0","0","0","0","Chen, Hsiu-Lang","31"
"FIN","594","Fixed Income","2691","Finance","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","Wang, Hefei","24"
"FIN","594","Risk Management","2691","Finance","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","Banks, Marcia A","24"
"HIM","386","Independent Study","2318","Biomed & Health Info Sciences","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","Hitchcock, Lois Marie","21"
"HIST","255","History of Chicago","2316","History","21","33","24","1","4","0","0","0","4","0","0","0","0","0","0","6","Duis, Perry R","93"
"HN","110","Foods","2960","Kinesiology and Nutrition","10","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Staver, Michael J","15"
"LALS","127","Latin American Music","2947","Theatre and Music","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0"," ,","12"
"MKTG","452","Principles of Retailing","2846","Managerial Studies","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","12"
"MKTG","461","Consumer Behavior","2846","Managerial Studies","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Fregetto, Eugene F","11"
"MTHT","491","TpcsinTchng Elem/JHSMath:Logic","2610","Math, Statistics, & Comp Scnc","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Jordan, Steven L","16"
"ACTG","445","Federal Income Tax I","2656","Accounting","4","17","10","3","2","0","0","0","0","0","0","0","0","0","0","3","Khan, Feroze","39"
"ACTG","509","Commercial Transactions","2656","Accounting","0","0","0","0","0","0","0","0","0","0","77","0","0","0","0","0","Roe, George","77"
"BCMG","599","PhD Thesis Research","2509","Biochem & Molecular Genetics","0","0","0","0","0","0","0","2","0","0","0","0","0","51","0","0","Katzen, Alisa L","53"
"BHIS","503","Comm Skills in HI","2318","Biomed & Health Info Sciences","0","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","Walker, Rosemary","34"
"CELE","600","Elective Clerkship","2649","Administration","0","0","0","0","0","4","0","0","0","0","112","11","0","0","0","0","Courtesy, Instructor","127"
"CHEM","233","Organic Chemistry Lab I","2458","Chemistry","19","30","56","15","5","0","0","0","2","0","0","0","0","0","0","13","Grad Asst","140"
"CHSC","485","Communicatn Mass Media & PH","2245","Community Health Sciences","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","Fagen, Michael C","18"
"CLER","637","Family Medicine Clerkship","2636","Family and Community Medicine","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","Courtesy, Instructor","43"
"CLJ","101","Intro to Crim, Law, & Justice","2909","Criminology, Law, and Justice","11","5","4","0","2","0","0","0","0","0","0","0","0","0","0","0","Matoesian, Greg","22"
"CLJ","220","Criminology","2909","Criminology, Law, and Justice","13","12","9","2","1","0","0","0","0","0","0","0","0","0","0","1","Frohmann, Lisa G","38"
"CME","201","Statics","2737","Civil, Matls & Env Engineering","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Karpov, Eduard","17"
"CME","260","Properties Of Materials","2737","Civil, Matls & Env Engineering","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","Courtesy, Instructor","15"
"DADM","319","Comprehensive Care III-A","2758","Dentistry Administration","51","28","7","0","1","0","0","0","1","0","0","0","0","0","0","0","Zeck, Stephen Mark","88"
"DBSC","321","Dental Ethics","2628","Pediatric Dentistry","80","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Koerber, Anne","89"
