"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"AAST","120","African-Amer Religious Trad","2363","Black Studies","6","3","5","1","2","0","0","0","0","0","0","0","0","0","0","2","Kornegay, Eddie L","19"
"AD","102","Drawing I: Beginning","2702","School of Art and Design","16","2","1","0","0","0","0","0","0","0","1","0","0","0","0","1","Bramson, Phyllis Mary","21"
"AD","110","Graphic Design I","2702","School of Art and Design","7","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","16"
"AD","160","Photography I","2702","School of Art and Design","7","11","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","19"
"AD","170","Intro-Time-Based Vis Art","2702","School of Art and Design","12","8","4","0","0","0","0","0","1","0","0","0","0","0","0","0","Grad Asst","25"
"AD","209","Color Theory","2702","School of Art and Design","9","7","1","0","1","0","0","0","0","0","0","0","0","0","0","1","Carswell, Rodney T","19"
"AD","211","Graphic Design III","2702","School of Art and Design","11","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Burton, Philip C","15"
"AD","260","Photography II","2702","School of Art and Design","6","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Schiff, Melanie R.","11"
"AD","321","Industrial Design V","2702","School of Art and Design","9","9","2","2","0","0","0","0","0","0","0","0","0","0","0","1","Fujihara, Paul","23"
"AD","411","Graphic Design Prof Prac","2702","School of Art and Design","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Konetzka, Michael S.","12"
"AH","233","Film History II: WWII-Present","2492","English","6","3","2","0","0","0","0","0","1","0","0","0","0","0","0","0","Wexman, Virginia W","12"
"AH","421","History Architecture II","2910","Art History","13","7","1","1","0","0","0","0","0","0","1","0","0","0","0","0","Rabens, Michael","23"
"ANAT","414","Neuroanatomy Allied Hlth","2387","Anatomy and Cell Biology","8","25","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Anderson, Conwell H","35"
"ANTH","277","Ethnog of Meso-America","2841","Anthropology","12","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Palka, Joel W","26"
"ANTH","309","Writing Culture","2841","Anthropology","13","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Roosevelt, Anna C","20"
"ARCH","462","Building Science II","2911","School of Architecture","11","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Worn, William W","19"
