"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"ANTH","102","Intro to Archaeology","2841","Anthropology","6","11","4","0","0","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","22"
"ARAB","115","Intensive Elementary Arabic","2349","Classics & Mediterran Studies","5","3","1","1","0","0","0","0","1","0","0","0","0","0","0","0","Kamal, Mustapha","11"
"BA","200","Managerial Communication","2785","Business Administration Admini","7","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Wang, Jie","15"
"BHIS","437","Health Care Data","2318","Biomed & Health Info Sciences","13","16","2","1","3","0","0","0","0","0","0","0","0","0","0","7","Orzechowski, John Stanley","42"
"BHIS","510","Health Care Info Systems","2318","Biomed & Health Info Sciences","29","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Bimmerle, Cathleen","42"
"BMS","609","Medical Scholars Program","2761","Administration & Gen Exp","0","0","0","0","0","0","0","0","0","0","67","0","0","0","0","0","Instructor, Missing","67"
"BVIS","502","Clin Sciences for BVIS","2318","Biomed & Health Info Sciences","15","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Brennan, Kevin Michael","20"
"CELE","600","Elective Clerkship","2649","Administration","0","0","0","0","0","0","0","0","0","0","73","22","1","0","0","0","Instructor, Missing","96"
"CHEM","343","Physical Chemistry Lab","2458","Chemistry","4","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Papadantonakis, George A","10"
"CI","482","Testing &Instruct:Bilingualism","2783","Curriculum and Instruction","14","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Tanabe, Margaret Ann","19"
"CLER","618","Pediatrics","2821","Pediatrics","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","Kramer, Elizabeth Jane","10"
"CLER","620","Medicine","2554","Internal Medicine","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","Fischer, Jacqueline L","11"
"COMM","200","Communication Technologies","2493","Communication","13","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Williams, Margaret Carr Griffith","17"
"CS","401","Computer Algorithms I","2610","Math, Statistics, & Comp Scnc","4","2","7","2","3","0","0","0","0","0","0","0","0","0","0","1","Lowman, Roy Marsh","19"
"DBCS","321","Biomed and Clin Sciences VII","2758","Dentistry Administration","81","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Gordon, Sara C","93"
"DHD","594","Using Mobile Tech for ACC","2871","Disability & Human Development","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Politano, Patricia","11"
"ECE","517","Digital Image Processing","2949","Electrical & Computer Engr","6","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Liu, Derong","12"
