"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"AAST","111","Intro Af Amer Lit Since 1910","2363","Black Studies","11","5","4","0","1","0","0","0","0","0","0","0","0","0","0","0","Jun, Helen Heran","21"
"AAST","125","AfAm Religious Traditions","2363","Black Studies","1","16","6","2","0","0","0","2","0","0","0","0","0","0","0","3","Jabir, Johari","30"
"ACTG","503","Financial Accounting II","2656","Accounting","8","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Pandit, Shailendra","19"
"AH","201","Reading&Writing Art Criticism","2910","Art History","14","17","6","0","0","0","0","0","2","0","0","0","0","0","0","1","Grad Asst","40"
"AH","271","Native American Art","2910","Art History","8","5","5","0","0","0","0","0","1","0","1","0","0","0","0","2","Grad Asst","22"
"AH","596","Readings in Art & Architecture","2910","Art History","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Quinn, Therese Maura","15"
"AHS","594","Spec Topics in AHS","2797","Applied Health Sciences Admin","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","John, Demetra","10"
"ANTH","100","Human Adventure","2841","Anthropology","31","53","27","5","10","0","0","0","0","0","0","0","0","0","0","5","Grad Asst","131"
"ANTH","234","Modern Human Variation","2841","Anthropology","24","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","Prost, Jack H","27"
"ANTH","272","North American Indians","2841","Anthropology","9","12","2","0","0","0","0","0","1","0","0","0","0","0","0","1","Hasenstab, Robert John","25"
"ARCH","567","Research Studio","2911","School of Architecture","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Zago, Andrew","10"
"ARST","209","Near Eastern Archaeology","2349","Classics & Mediterran Studies","4","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","Tobin, Jennifer L","10"
"ART","170","Introduction to Moving Image","2583","Art","13","2","1","2","0","0","0","0","0","0","0","0","0","0","0","2","Shy, Daviel","20"
"ART","190","Intro to Socially Engaged Art","2583","Art","11","2","1","0","0","0","0","0","0","0","0","0","0","0","0","3","Delos Reyes, Jennifer","17"
"ASP","092","Vocabulary Enrichment","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","8","2","2","De Leon, Jose","12"
"BA","589","Corporate Bus Intern Program","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","10","2","0","Kubik, Elizabeth Virginia","12"
