"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"AAST","203","African Amer Family in U.S.","2363","Black Studies","10","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","Rockquemore, Kerry Ann","14"
"ACTG","211","Intro Managerial Accounting","2656","Accounting","48","58","60","33","8","0","0","0","0","0","0","0","0","0","0","2","Mashruwala, Raj","209"
"ACTG","435","Auditing","2656","Accounting","19","27","26","0","0","0","0","1","0","0","0","0","0","0","0","3","Galvan, Abel","76"
"ACTG","446","Federal Income Tax II","2656","Accounting","11","15","8","0","1","0","0","0","0","0","0","0","0","0","0","1","Kemp, Robert E","36"
"ACTG","500","Intro Financial Actg","2656","Accounting","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","Galvan, Abel","24"
"AD","120","Industrial Design I","2702","School of Art and Design","30","14","5","1","1","0","0","0","0","0","0","0","0","0","0","1","Andersen, Michael Anthony","52"
"AD","160","Photography I","2702","School of Art and Design","8","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Ekberg, Adam","20"
"AD","205","Intro Computer Graphics","2702","School of Art and Design","19","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Gitelson, Jonathon","21"
"AD","205","Intro Computer Graphics","2702","School of Art and Design","5","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Tsoupikova, Daria","18"
"AD","209","Color Theory","2702","School of Art and Design","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Fraser, Pamela","23"
"AD","262","View Camera & Lighting Studio","2702","School of Art and Design","8","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","Minnix, Gary L","15"
"AD","290","Interdisciplinary Seminar I","2702","School of Art and Design","10","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Ischar, Doug","22"
"AD","314","Graphic Design IV","2702","School of Art and Design","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Krohn, Jonathan Austin","12"
"AD","422","Interactive Product Design II","2702","School of Art and Design","7","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Grochowski, Jason","16"
"AD","511","Advanced Graphic Design","2702","School of Art and Design","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Oiga, Sharon","13"
"AH","274","Pre-Columb Art-Mesoamerca","2910","Art History","6","6","9","0","0","0","0","0","1","0","0","0","0","0","0","1","Miller, Virginia E","23"
"ANTH","100","Human Adventure","2841","Anthropology","12","4","1","1","1","0","0","0","0","0","0","0","0","0","0","1","Roosevelt, Anna C","20"
"ANTH","238","Biology of Women","2841","Anthropology","19","6","4","1","2","0","0","0","1","0","0","0","0","0","0","2","Rich, Elizabeth Abrams","35"
"ANTH","256","Euro-Indigen LatAmer Contact","2988","Latin American &Latino Studies","7","5","2","0","4","0","0","0","2","0","0","0","0","0","0","2","Palka, Joel W","22"
"ANTH","310","The Cultural Body","2841","Anthropology","4","6","3","0","1","0","0","0","0","0","0","0","0","0","0","1","Liechty, Mark F","15"
"ANTH","394","Anthro. of Children","2841","Anthropology","16","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Patil, Crystal","20"
"ARCH","470","Structures I: Statics","2911","School of Architecture","48","18","3","2","0","0","0","0","0","0","0","0","0","0","0","1","Magruder, Robert","72"
"ASP","062","Topc Lrng Supprt Instrct","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","20","1","3","Kadercan, Pelin","24"
"ASP","086","Crit Rdg/Thinking I-LARES","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","6","0","0","0","0","31","0","1","Ramos, Mitzi","38"
"ASST","275","History of South Asia","2316","History","4","7","7","1","0","0","0","0","0","0","0","0","0","0","0","3","Grad Asst","22"
"BA","100","Business Admin Orientation","2785","Business Administration Admini","0","0","0","0","0","0","0","0","5","0","0","0","0","44","0","1","Bernal, Nicolas Antonio","50"
"BIOE","460","Biomaterials","2437","Biomedical Eng - Engineering","13","14","13","3","0","0","0","0","1","0","0","0","0","0","0","1","Eddington, David Thomas","45"
"ACTG","355","Business Law I","2656","Accounting","31","33","16","6","0","0","0","0","0","0","0","0","0","0","0","0","Roe, Helen M","86"
"ACTG","509","Commercial Transactions","2656","Accounting","32","27","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Roe, George","61"
"AD","110","Graphic Design I","2702","School of Art and Design","8","11","5","0","0","0","0","0","0","0","0","0","0","0","0","0","Elliott, Daniel Wayne","24"
"AD","203","Topics in Drawing","2702","School of Art and Design","11","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Awai, Nicole","20"
"AD","317","Digital Media in Graphic Desgn","2702","School of Art and Design","13","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Young, Caroline C","22"
"AD","332","Topics in Painting","2702","School of Art and Design","12","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Fraser, Pamela","15"
"AD","412","Graphic Design Thesis","2702","School of Art and Design","12","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Becker, Joerg","20"
"AD","502","Seminar In Contemp Theory","2702","School of Art and Design","19","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","Montgomery, Jennifer","20"
