"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"AAST","242","Modern Africa","2316","History","3","11","6","3","6","0","0","0","0","0","0","0","0","0","0","1","Hoppe, Kirk A","30"
"ACTG","211","Intro Mgrl Actg for BBA online","2656","Accounting","18","7","5","0","1","0","0","0","0","0","0","0","0","0","0","0","Jastrzebski, Ronald J","31"
"ACTG","355","Business Law I","2656","Accounting","11","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Leahy, Edward","22"
"ACTG","470","Ethical Environment Business","2656","Accounting","23","26","11","3","0","0","0","0","0","0","1","0","0","0","0","1","Scully, George","65"
"AH","100","Intro to Art &Art History","2910","Art History","40","14","8","1","3","0","0","0","3","0","0","0","0","0","0","3","Grad Asst","72"
"AH","201","Reading&Writing Art Criticism","2910","Art History","13","12","2","3","8","0","0","0","0","0","0","0","0","0","0","4","Stimson, Blake","42"
"AH","218","Pompeii: Everyday Life","2349","Classics & Mediterran Studies","4","3","0","1","2","0","0","0","0","0","0","0","0","0","0","0","Ros, Karen E","10"
"AHS","304","Sexuality and Health","2797","Applied Health Sciences Admin","38","4","1","0","0","0","0","0","0","0","0","0","0","0","0","3","Goodman, Leah A","46"
"AHS","375","Ethics, Law in Health","2797","Applied Health Sciences Admin","94","19","2","1","1","0","0","0","1","0","0","0","0","0","0","3","Swirsky, Eric S","121"
"ANTH","100","Human Adventure","2841","Anthropology","78","63","47","15","43","0","0","0","0","0","0","0","0","0","0","5","Bauer, Brian S","251"
"ANTH","102","Intro to Archaeology","2841","Anthropology","240","93","26","10","4","0","0","0","0","0","0","0","0","0","0","8","LaMotta, Vincent","381"
"ANTH","219","Anthropology of Globalization","2841","Anthropology","10","4","4","3","2","0","0","0","0","0","0","0","0","0","0","1","Doane, Molly","24"
"ARCH","366","Architectural Studio 6","2911","School of Architecture","13","27","15","1","1","0","0","0","0","0","0","0","0","0","0","0","Gibson, Grant","57"
"ARCH","466","Advanced Topic Studio 2","2911","School of Architecture","15","36","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Bair, Kelly","52"
"ART","151","Intro to Creative Coding","2583","Art","15","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Chambers, Jonathan R","20"
"ART","160","Intro to Digital Photo","2583","Art","14","4","0","0","1","0","0","0","1","0","0","0","0","0","0","0","Bernaus, Leticia Elizabeth","20"
"ART","212","Topics in Drawing I","2583","Art","18","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Bae, Gregory Byung","20"
"ASP","032","Engl for Academic Purposes II","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","10","1","0","Buendia, Jenna Rashel","11"
"ASP","032","Engl for Academic Purposes II","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","19","6","0","Mielcarek, Stephanie M","25"
"ASP","035","Live, Learn, Grow: Learn Track","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","9","8","1","Carson, Jordan Marie","18"
"BA","320","Civic Engagement","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","Wilson, Jeffrey Crossen","41"
"BA","520","Improvisation and Leadership","2785","Business Administration Admini","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Warner, Kimberly","10"
"BHIS","406","Medical Terminology for HIM","2318","Biomed & Health Info Sciences","93","39","26","4","0","0","0","0","0","0","0","0","0","0","0","1","Mills, Laura Lynn","163"
