"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"ACTG","315","Intermediate Financial Actg I","2656","Accounting","5","8","15","4","8","0","0","0","1","0","0","0","0","0","0","1","Leventhal, Brian W","42"
"AHS","594","Spec Topics in AHS","2797","Applied Health Sciences Admin","13","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","Coumbe'Lilley, John Edward","18"
"BHIS","406","Medical Terminology for HIM","2318","Biomed & Health Info Sciences","27","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Wencel-Drake, June D","31"
"BHIS","517","Health Care Info Security","2318","Biomed & Health Info Sciences","41","7","1","0","1","0","0","0","1","0","0","0","0","0","0","1","Stevenson, Greer W.P.","52"
"BIOS","230","Ecology and Evolution","2453","Biological Sciences","7","8","7","1","4","0","0","0","0","0","0","0","0","0","0","2","Nelson, Karin Noel","29"
"BIOS","351","Microbiology Laboratory","2453","Biological Sciences","11","21","13","2","1","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","49"
"BVIS","545","Computer-based Multimedia","2318","Biomed & Health Info Sciences","10","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","Blew, Gregory A","15"
"CI","472","Testing/ESL Instruction","2783","Curriculum and Instruction","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Vidro, Crescence Mary","11"
"CI","528","Literacy Assessment","2783","Curriculum and Instruction","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Boran, Karen M","13"
"CLER","612","Medicine Sub-Internship","2586","Medicine","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","Instructor, Missing","37"
"CLER","618","Pediatrics","2821","Pediatrics","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","Kramer, Elizabeth Jane","10"
"CLER","634","Surgery","2285","Surg/Surgical Specialties","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","Thomas, Dorian E","10"
"CLER","635","Medicine","2532","Med & Medical Specialties","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","Thomas, Dorian E","12"
"CLJ","101","Intro to Crim, Law, & Justice","2909","Criminology, Law, and Justice","17","10","4","0","0","0","0","0","0","0","0","0","0","0","0","1","Matoesian, Greg","32"
"CME","260","Properties Of Materials","2737","Civil, Matls & Env Engineering","4","5","4","4","3","0","0","0","0","0","0","0","0","0","0","1","Indacochea, E J Ernesto","21"
"COMM","100","Human Communication","2493","Communication","22","9","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","33"
"ECE","225","Circuit Analysis","2949","Electrical & Computer Engr","10","5","9","0","0","0","0","0","0","0","0","0","0","0","0","0","Fitzgerald, Kimberly Marie","24"
"ED","500","Philosophy of Ed Research","2208","Education","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","Zavitkovsky, Paul","15"
"ENGL","120","Film and Culture","2492","English","2","10","6","0","3","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","21"
"FIN","510","Investments","2691","Finance","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Arslan Ayaydin, Ozgur","16"
"GWS","101","Gender in Everyday Life","2369","Gender and Women's Studies","7","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Batza, Catherine P.","17"
