"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"AHS","594","Spec Topics in AHS","2797","Applied Health Sciences Admin","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Coumbe-Lilley, John Edward","19"
"ANTH","534","Dent & Med Anthropology","2758","Dentistry Administration","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Colvard, Michael D","12"
"BIOS","240","Homeostasis","2453","Biological Sciences","16","38","29","6","0","0","0","0","0","0","0","0","0","0","0","5","Malchow, Robert Paul","94"
"CHSC","400","Pub Hlth Concepts & Practice","2245","Community Health Sciences","21","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","Turnock, Bernard J","25"
"CLER","602","Psychiatry","2722","Psychiatry","0","0","0","0","0","20","0","0","0","0","1","25","0","0","0","0","Instructor, Missing","46"
"CLJ","240","Criminal Justice Organizations","2909","Criminology, Law, and Justice","8","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","19"
"CS","480","Database Systems","2699","Computer Science","2","4","8","1","0","0","0","0","0","0","0","0","0","0","0","1","Sistla, Aravinda Prasad","16"
"DBCS","321","Biomed and Clin Sciences VII","2758","Dentistry Administration","93","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Patston, Philip A","105"
"ECON","120","Principles of Microeconomics","2525","Economics","21","14","2","2","1","0","0","0","0","0","0","0","0","0","0","2","Grad Asst","42"
"ECON","121","Principles of Macroeconomics","2525","Economics","11","11","6","2","0","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","31"
"ED","402","Phil Ed & Urban School Policy","2208","Education","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Miller, Christopher L.","30"
"ED","430","Curriculum & Teaching","2208","Education","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Watkins, William H","10"
"EDPS","535","Human Dvlpmnt for School Ldrs","2621","Educational Psychology","13","2","0","0","0","0","0","0","6","0","0","0","0","0","0","0","Grad Asst","21"
"EDPS","568","Education and the Law","2835","Educational Policy Studies","10","4","0","0","0","0","0","0","1","0","1","0","0","0","0","0","Mayrowetz, David S","16"
"ENGL","109","Amer Literature & Culture","2492","English","6","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","10"
"ENGL","160","Academic Writing I","2492","English","4","6","0","0","4","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","15"
"ENGL","242","Eng Lit II 1660-1900","2492","English","7","5","5","0","3","0","0","0","0","0","0","0","0","0","0","3","Grad Asst","23"
"EPID","591","Current Epid Literature","2891","Epidemiology and Biostatistics","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","Olshansky, Stuart Jay","15"
"FIN","300","Intro to Finance","2691","Finance","15","15","2","1","0","0","0","0","0","0","0","0","0","0","0","1","Logue, Ann","34"
"FIN","412","Portfolio Management","2691","Finance","4","4","2","1","1","0","0","0","0","0","0","0","0","0","0","0","Chen, Hsiu-Lang","12"
"HIM","451","HIM Theory and Practice","2318","Biomed & Health Info Sciences","5","5","2","1","0","0","0","0","0","0","0","0","0","0","0","2","Williams, Felecia Altevet","15"
"HPA","400","Princ of Mgmt in Public Health","2399","Health Policy & Administration","27","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Jaskiewicz, Lara","32"
"IDS","270","Business Statistics I","2672","Information/Decision Sciences","3","11","4","2","0","0","0","0","0","0","0","0","0","0","0","0","Sparks, John","20"
"IDS","270","Business Statistics I","2672","Information/Decision Sciences","17","9","6","2","5","0","0","0","0","0","0","0","0","0","0","0","Velebit, Milan","39"
"LAS","299","Food,Gender, SocJustice& India","2410","LAS Administration","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Reddy, Gayatri","10"
"LAS","299","Global Labor,SocJustice& India","2410","LAS Administration","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Reddy, Gayatri","10"
"MATH","310","Applied Linear Algebra","2610","Math, Statistics, & Comp Scnc","7","3","12","5","5","0","0","0","0","0","0","0","0","0","0","3","Cohen, Elizabeth Bruce","35"
"MATH","417","Complex Analysis","2610","Math, Statistics, & Comp Scnc","4","3","6","2","0","0","0","0","0","0","0","0","0","0","0","0","Knessl, Charles","15"
"ACTG","506","Management Accounting","2656","Accounting","35","15","5","0","1","0","0","0","0","0","0","0","0","0","0","0","Maksy, Mostafa","56"
"AH","262","American Art to 1945","2910","Art History","3","9","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","14"
"BA","200","Managerial Communication","2785","Business Administration Admini","8","9","1","0","1","0","0","0","0","0","0","0","0","0","0","1","Corte, Anthony M","20"
"BA","289","Business Internship Program","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","Anderson, John D","12"
"BHIS","437","Health Care Data","2318","Biomed & Health Info Sciences","13","8","2","1","0","0","0","0","0","0","0","0","0","0","0","1","Orzechowski, John Stanley","25"
"BHIS","538","Health Care IT Admin","2318","Biomed & Health Info Sciences","21","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Pawola, Lawrence M.","29"
"BIOE","594","Advanced Special Topics","2437","Biomedical Eng - Engineering","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","Linninger, Andreas A","12"
"BIOS","220","Genetics","2453","Biological Sciences","14","25","37","3","3","0","0","0","1","0","0","0","0","0","0","6","Nichols, Brian P","89"
"BMS","609","Medical Scholars Program","2761","Administration & Gen Exp","0","0","0","0","0","1","0","0","0","55","15","0","0","0","0","0","Instructor, Missing","71"
"BVIS","502","Clin Sciences for BVIS","2318","Biomed & Health Info Sciences","15","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Brennan, Kevin Michael","19"
"BVIS","520","Adv Imaging Applications","2318","Biomed & Health Info Sciences","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Klein, Leah Amanda","12"
"CC","050","TIE Listening &Speak Noncredit","2501","Vice Chanc for Academic Affair","0","0","0","0","0","0","0","0","0","0","0","0","0","108","19","22","Michalski, Mary F.","149"
"CELE","604","Emergency  Medicine","2498","Emergency Medicine","0","0","0","0","0","18","0","0","0","0","0","7","1","0","0","0","Instructor, Missing","26"
"CHEM","112","General Chemistry I","2458","Chemistry","12","6","13","10","17","0","0","0","2","0","0","0","0","0","0","2","Modey, William Kojo","62"
"CHEM","114","General Chemistry II","2458","Chemistry","13","28","35","8","8","0","0","0","2","0","0","0","0","0","0","10","Jursich, Gregory","104"
"CHEM","130","Survey/Organic&Biochem","2458","Chemistry","2","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Widing, Robert W","11"
"CHEM","233","Organic Chemistry Lab I","2458","Chemistry","29","42","31","4","2","0","0","0","0","0","0","0","0","0","0","4","Grad Asst","112"
"CHSC","430","Public Health Policy","2245","Community Health Sciences","14","11","1","0","1","0","0","0","0","0","0","0","0","0","0","1","Cochran, Laura M","28"
"CI","412","Dynamics Learning Envirnmts","2783","Curriculum and Instruction","16","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","17"
"CI","464","Bilingualism and Literacy","2783","Curriculum and Instruction","31","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Trost-Shahata, Elisabeth Caroline","33"
"CLER","619","Surgery","2848","Surgery","0","0","0","0","0","6","0","0","0","0","2","1","1","0","0","0","Anderson, Richard C","10"
"CLJ","101","Intro to Crim, Law, & Justice","2909","Criminology, Law, and Justice","21","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","24"
"CLJ","120","Crime and Society","2909","Criminology, Law, and Justice","29","6","5","1","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","41"
"COMM","102","Intro Interpersonal Comm","2493","Communication","6","9","12","0","0","0","0","0","0","0","0","0","0","0","0","0","Jones, John A","27"
"COMM","416","Conflict & Communication","2493","Communication","6","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Jones, John A","15"
"ECE","341","Probabil &Rand Proc for Engr","2949","Electrical & Computer Engr","8","12","3","2","3","0","0","0","0","0","0","0","0","0","0","0","Shukla, Pitamber","28"
"ECON","333","International Economics","2525","Economics","6","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","15"
"ECON","371","Intro to Urban Real Estate","2525","Economics","3","5","6","0","0","0","0","0","0","0","0","0","0","0","0","2","Cepon, Margie","16"
"ACTG","326","Cost Accounting","2656","Accounting","17","13","4","4","0","0","0","0","0","0","0","0","0","0","0","1","Maksy, Mostafa","39"
"BHIS","595","BHIS Seminar","2318","Biomed & Health Info Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","Wencel-Drake, June D","26"
"BIOS","230","Ecology and Evolution","2453","Biological Sciences","3","4","11","2","1","0","0","0","0","0","0","0","0","0","0","1","Nelson, Karin Noel","22"
"CC","060","TIE Reading &Writing Noncredit","2501","Vice Chanc for Academic Affair","0","0","0","0","0","0","0","0","0","0","0","0","0","86","41","23","Michalski, Mary F.","150"
"CHEM","100","Chemistry and Life","2458","Chemistry","4","9","2","1","1","0","0","0","0","0","0","0","0","0","0","1","Widing, Robert W","18"
"CHEM","101","Preparatory Chemistry","2458","Chemistry","6","7","6","4","11","0","0","0","0","0","0","0","0","0","0","2","Lakhani, Ahmed Ashiqali","36"
"CHEM","234","Organic Chemistry II","2458","Chemistry","13","19","30","10","5","0","0","0","0","0","0","0","0","0","0","5","Yun, Sang Young","82"
"CI","484","Curri & Instruct Middle School","2783","Curriculum and Instruction","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Hart, Timothy J","25"
"CI","575","Sem Rsrch Engl Lang Lrnrs","2783","Curriculum and Instruction","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","Razfar, Aria","11"
"CLER","620","Medicine","2554","Internal Medicine","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","Fischer, Jacqueline L","14"
"CLJ","121","Violence in Society","2909","Criminology, Law, and Justice","9","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","20"
"CLJ","200","Law in Society","2909","Criminology, Law, and Justice","6","5","10","1","2","0","0","0","0","0","0","0","0","0","0","0","Matoesian, Greg","24"
"CLJ","261","Research Methods I","2909","Criminology, Law, and Justice","13","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Schuck, Amie","17"
"CS","151","Foundations of Computing","2699","Computer Science","7","6","4","1","0","0","0","0","0","0","0","0","0","0","0","0","Lillis, John P","18"
"DBCS","323","Biomed and Clin Sciences IX","2758","Dentistry Administration","0","0","0","0","0","0","0","0","0","0","105","0","0","0","0","0","Patston, Philip A","105"
"DBSC","310","Dent Public Hlth &Occup Hlth","2628","Pediatric Dentistry","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Hryhorczuk, Christine S","39"
"FIN","473","Intro to Risk Management","2672","Information/Decision Sciences","2","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","Lee, Yew-Sing Thomas","10"
"FIN","594","Behavioral Finance","2691","Finance","16","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Mathias, Trevor","29"
"HPA","446","PH Resource Management","2399","Health Policy & Administration","8","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Weingart, Sherry","13"
"HPA","472","Clinical Research Methods I","2399","Health Policy & Administration","14","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Kim, Sage J","17"
"HPA","564","GIS App in Public Hlth","2399","Health Policy & Administration","16","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Canar, John Richard","22"
"IDS","355","Operations Management","2672","Information/Decision Sciences","8","15","10","4","1","0","0","0","2","0","0","0","0","0","0","0","Ouksel, Aris M","40"
"IE","201","Financial Engineering","2323","Mechanical & Industrial Engr","10","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Darabi, Houshang","19"
"IPHS","511","Personal Leadership Devel","2592","School of Public Health","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Risley, Kristina Yvette","11"
"IPHS","650","Field Experience In PH","2592","School of Public Health","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","Kling, William C","10"
"MBA","594","Stats for Financial Markets","2785","Business Administration Admini","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sclove, Stanley L","22"
