"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"AAST","294","Topics in Afr Amer Studies","2363","Black Studies","15","15","5","0","0","0","0","0","0","0","0","0","0","0","0","1","Rockquemore, Kerry Ann","36"
"AD","102","Drawing I: Beginning","2702","School of Art and Design","21","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Tasset, Anthony Gerard","25"
"AD","110","Graphic Design I","2702","School of Art and Design","4","6","3","1","3","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","18"
"AD","110","Graphic Design I","2702","School of Art and Design","24","9","5","1","2","0","0","0","0","0","0","0","0","0","0","1","Krohn, Jonathan Austin","42"
"AD","203","Topics in Drawing","2702","School of Art and Design","5","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","Frid, Dianna","10"
"AD","209","Color Theory","2702","School of Art and Design","10","10","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Roeger, Oliver L.","22"
"AD","211","Graphic Design III","2702","School of Art and Design","9","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Bracamontes-Roeger, Linda","23"
"AD","321","Industrial Design V","2702","School of Art and Design","0","0","1","0","0","0","0","0","0","0","16","0","0","0","0","0","Cunningham, Christopher","17"
"AD","332","Topics in Painting","2702","School of Art and Design","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Awai, Nicole","17"
"AD","362","Documentary Media","2702","School of Art and Design","4","1","4","2","2","0","0","0","0","0","0","0","0","0","0","0","Ischar, Doug","13"
"AD","415","Design Colloquium","2702","School of Art and Design","25","12","3","1","0","0","0","0","0","0","0","0","0","0","0","0","Lausen, Marcia E","41"
"AD","463","Art/Studio Thesis","2702","School of Art and Design","14","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","Fraser, Pamela","21"
"AD","597","Master's Project","2702","School of Art and Design","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","Reeder, Jennifer K","23"
"AH","271","Native American Art","2910","Art History","3","8","7","1","4","0","0","0","0","0","0","0","0","0","0","1","Miller, Virginia E","24"
"AH","450","Topics in Renaissance Art","2910","Art History","3","7","5","0","0","0","0","0","0","0","0","0","0","0","0","0","Munman, Robert","15"
"ANTH","235","Evolution of Human Behavior","2841","Anthropology","38","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","Prost, Jack H","40"
"ARAB","202","Qur'an/Adv Literary Arab","2349","Classics & Mediterran Studies","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Kamal, Mustapha","28"
"ARCH","366","Building Design Studio IV","2911","School of Architecture","27","32","6","2","0","0","0","0","1","0","0","0","0","0","0","0","Rois, Juan Manuel","68"
"ARCH","562","Architectural Technology II","2911","School of Architecture","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Lally, Sean","12"
"ARCH","573","Architectural Structures I","2911","School of Architecture","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Mojekwu, Eugene Chukwunonso","12"
"ASP","092","Vocabulary Enrichment","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","Menchaca, Ixtaccihuatl Julieta","13"
"ASST","272","China Since 1911","2316","History","5","7","5","0","2","0","0","0","0","0","0","0","0","0","0","1","Hostetler, Laura E","20"
"BA","200","Managerial Communication","2785","Business Administration Admini","20","44","7","0","1","0","0","0","5","0","0","0","0","0","0","2","Kohler, William Russell","79"
"BCMG","515","Journal Club","2509","Biochem & Molecular Genetics","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Ho, Yee-Kin","22"
"BHIS","510","Health Care Info Systems","2318","Biomed & Health Info Sciences","31","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Pawola, Lawrence M.","39"
"BIOS","240","Homeostasis","2453","Biological Sciences","22","33","37","9","4","0","0","0","0","0","0","0","0","0","0","10","Alford, Simon T","115"
"BIOS","335","History of Life","2453","Biological Sciences","16","17","19","8","5","0","0","0","0","0","0","0","0","0","0","4","Nelson, Karin Noel","69"
"AAST","294","Topics in Afr Amer Studies","2363","Black Studies","13","2","1","0","0","0","0","0","0","0","0","0","0","0","0","2","Weiss Bambara, Celia","18"
"ACTG","315","Intermediate Financial Actg I","2656","Accounting","14","12","28","10","7","0","0","0","1","0","0","0","0","0","0","4","Leventhal, Brian W","76"
"ACTG","465","Govt & Non-Profit Actg","2656","Accounting","19","14","4","0","0","0","0","0","0","0","0","0","0","0","0","3","Galvan, Abel","40"
"ACTG","506","Management Accounting","2656","Accounting","10","9","5","2","2","0","0","0","0","0","0","0","0","0","0","0","Salama, Yehia A.","28"
"AD","221","Industrial Design III","2702","School of Art and Design","8","7","1","0","0","0","0","0","1","0","0","0","0","0","0","0","Harris, Michael","17"
"AD","230","Painting I","2702","School of Art and Design","8","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Fish, Julia Anne","20"
"AD","510","Adv Graphic Des & Crit","2702","School of Art and Design","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","Burton, Philip C","14"
"AH","223","Baroque Architecture","2910","Art History","3","5","9","8","1","0","0","0","0","0","0","0","0","0","0","6","Pollak, Martha","32"
"AH","273","Pre-Columb Art/South Amer","2910","Art History","3","7","12","4","1","0","0","0","3","0","0","0","0","0","0","0","Miller, Virginia E","30"
"ANAT","414","Neuroanatomy Allied Hlth","2387","Anatomy and Cell Biology","10","26","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Anderson, Conwell H","37"
"ANTH","219","Anthropology of Globalization","2841","Anthropology","9","18","3","0","0","0","0","0","0","0","0","0","0","0","0","1","Doane, Molly","31"
"ARCH","395","Cooperative Education","2911","School of Architecture","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","De Jong, Judith","11"
"ASAM","228","Asia and Asian Americans","2772","Sociology","6","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Barrett, Richard E","11"
