"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"ACTG","456","Business Law II","2656","Accounting","6","11","4","0","2","0","0","0","0","0","0","0","0","0","0","0","Roe, Helen M","23"
"ACTG","506","Management Accounting","2656","Accounting","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Lee, Sung-Han","15"
"ANTH","105","Human Evolution","2841","Anthropology","82","119","24","6","7","0","0","0","0","0","0","0","0","0","0","7","Lesnik, Julie Joan","245"
"ANTH","229","Arch. of Mainland SE Asia","2841","Anthropology","4","3","3","1","0","0","0","0","1","0","0","0","0","0","0","0","Hendrickson, Mitchel J","12"
"ANTH","237","Human Skeleton","2841","Anthropology","10","8","5","0","0","0","0","0","0","0","0","0","0","0","0","0","Williams, Sloan R","23"
"ANTH","272","North American Indians","2841","Anthropology","9","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Roosevelt, Anna C","20"
"ARAB","103","Intermediate Arabic I","2349","Classics & Mediterran Studies","36","6","0","2","0","0","0","0","3","0","0","0","0","0","0","1","Kamal, Mustapha","48"
"ARCH","105","Architectural Studio 1","2911","School of Architecture","23","25","32","6","2","0","0","0","1","0","0","0","0","0","0","14","Dunn, Sarah E","103"
"ARCH","200","Architecture and Society","2911","School of Architecture","11","39","9","0","3","0","0","0","0","0","1","0","0","0","0","3","Brown, David P","66"
"ARCH","359","Architectural Technology 1","2911","School of Architecture","9","27","12","0","0","0","0","0","0","0","0","0","0","0","0","0","Frye, Christopher Allen","48"
"ART","520","Seminar in Contemporary Theory","2583","Art","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Gude, Olivia M","18"
"ART","520","Seminar in Contemporary Theory","2583","Art","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Holmes, Brian","10"
"BA","100","Business Admin Orientation","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","Corte, Anthony M","29"
"BA","100","Business Admin Orientation","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","39","8","0","Liotine, Matthew","47"
"BA","290","Business Ethics","2785","Business Administration Admini","8","13","8","2","4","0","0","0","0","0","0","0","0","0","0","1","Roe, George","36"
