"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"ARAB","115","Intensive Elementary Arabic","2349","Classics & Mediterran Studies","5","10","3","0","3","0","0","0","1","0","0","0","0","0","0","1","Hefter, Thomas Henry","23"
"ARAB","116","Intensive Intermed Arabic","2349","Classics & Mediterran Studies","12","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","14"
"BA","200","Managerial Communication","2785","Business Administration Admini","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","4","Wang, Jie","13"
"BA","589","Corporate Bus Intern Program","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","Anderson, John D","11"
"BIOS","240","Homeostasis","2453","Biological Sciences","12","11","12","8","1","0","0","0","0","0","0","0","0","0","0","4","Craft, Kathleen J","48"
"CHEM","235","Organic Chemistry Lab II","2458","Chemistry","4","4","11","3","2","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","25"
"CLER","634","Surgery","2285","Surg/Surgical Specialties","0","0","0","0","0","8","0","0","0","0","0","3","5","0","0","0","Uehara, Dennis T","16"
"COMM","103","Intro to Media","2493","Communication","7","17","3","2","2","0","0","0","0","0","0","0","0","0","0","9","Arquette, Toby J.","40"
"CRJ","345","Police in Society","2909","Criminology, Law, and Justice","2","13","7","2","1","0","0","0","0","0","0","0","0","0","0","0","Kaminski, Frank","25"
"ECE","267","Computer Organization I","2949","Electrical & Computer Engr","6","7","4","0","1","0","0","0","0","0","0","0","0","0","0","0","Goncharoff, Vladimir","18"
"ECON","331","Labor Economics","2525","Economics","5","8","11","5","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","29"
"ECON","520","Microecon for Business","2525","Economics","4","9","2","3","0","0","0","0","0","0","0","0","0","0","0","0","Chiswick, Barry R","18"
"ECON","521","Macro/International Econ Bus","2525","Economics","11","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Grad Asst","17"
"ED","210","Educative Process","2208","Education","11","11","5","1","0","0","0","0","0","0","0","0","0","0","0","0","Nucci, Larry P","28"
"ED","402","Phil Ed & Urban School Policy","2208","Education","37","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","Weldon, Ward W","39"
"ENDO","620","Endodontics Clinic","2216","Endodontics","6","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","Johnson, Bradford Ray","12"
"ENGL","160","English Composition I","2492","English","14","8","1","0","2","0","0","0","0","0","0","0","0","0","0","2","Grad Asst","27"
"EOHS","482","Occupational Safety Science","2731","Environmtl & Occuptnl Hlth Sci","8","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Standard, John J","14"
"EPSY","560","Ed Program Evaluation","2208","Education","7","1","0","0","0","0","0","0","2","0","0","0","0","0","0","1","Levin, Rebekah Ann","11"
"FIN","310","Investments","2691","Finance","8","6","14","3","4","0","0","0","0","0","0","0","0","0","0","1","Bills, Robert S","36"
"FIN","510","Investments","2691","Finance","2","8","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Sung, Jaeyoung","13"
"HIST","241","Pre-Colonial Africa","2316","History","4","9","0","0","0","0","0","0","1","0","0","0","0","0","0","1","Grad Asst","15"
"MBA","594","Business Law","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","Gu, Baizhong","29"
"MGMT","570","Social &Legal Envt of the Firm","2846","Managerial Studies","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Pagano, Anthony M","18"
"MHPE","494","Survey Research Methods","2857","Medical Education","0","0","0","0","0","0","0","0","9","0","1","0","0","0","0","1","Bashook, Philip G","11"
"MKTG","474","Advertising & Sales Promotion","2846","Managerial Studies","7","4","0","0","0","0","0","0","1","0","1","0","0","0","0","0","Melberg, William F.","13"
"MKTG","500","Introduction to Marketing","2846","Managerial Studies","22","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Cherian, Joseph","42"
"MTHT","491","Tpcs: Logic & Problem Solving","2610","Math, Statistics, & Comp Scnc","5","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","Masley, John Myron","12"
"ACTG","111","Intro Managerial Accounting","2656","Accounting","7","13","25","3","4","0","0","0","0","0","0","0","0","0","0","3","Salama, Yehia A.","55"
"ACTG","355","Business Law I","2656","Accounting","4","12","8","0","0","0","0","0","0","0","0","0","0","0","0","6","Roe, Helen M","30"
"AD","160","Photography I","2702","School of Art and Design","3","6","0","0","0","0","0","0","2","0","0","0","0","0","0","1","Huffman, David","12"
"BHIS","595","BHIS Seminar","2318","Biomed & Health Info Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","Dieter, Michael G","18"
"CELE","600","Elective Clerkship","2649","Administration","0","0","0","0","0","7","0","0","0","0","0","14","1","0","0","0","Thomas, Dorian E","22"
"CELE","616","Radiology","2713","Radiology","0","0","0","0","0","2","0","0","0","0","0","8","0","0","0","0","Valvassori, Galdino E","10"
"CHEM","101","Preparatory Chemistry","2458","Chemistry","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","1","Grad Asst","12"
