"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"AAST","100","Intro African-Amer Studies","2363","Black Studies","5","8","4","1","1","0","0","0","0","0","2","0","0","0","0","1","Blair, Cynthia M","22"
"AAST","120","African-Amer Religious Trad","2363","Black Studies","22","8","0","0","1","0","0","0","0","0","0","0","0","0","0","3","Davis, Sharon E.","34"
"ACTG","110","Intro Financial Actg","2656","Accounting","33","29","38","13","10","0","0","0","0","0","0","0","0","0","0","11","Galvan, Abel","134"
"ACTG","594","Mgmt Actg for Public & NonPrft","2656","Accounting","6","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Chan, James L","15"
"ACTG","594","Real Estate Taxation","2656","Accounting","5","13","2","1","0","0","0","0","0","0","0","0","0","0","0","0","Koza, Robert","21"
"AD","160","Photography I","2702","School of Art and Design","7","15","0","0","1","0","0","0","0","0","0","0","0","0","0","1","Schiff, Melanie R.","24"
"AD","290","Studio Seminar I","2702","School of Art and Design","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Carswell, Rodney T","20"
"AD","418","Indep Study/Graphic Design","2702","School of Art and Design","6","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Young, Caroline C","10"
"ANTH","320","Women in Prehistory","2841","Anthropology","7","3","0","0","3","0","0","0","1","0","0","0","0","0","0","4","Nash, Donna J.","18"
"ARCH","463","Building Science III","2911","School of Architecture","18","28","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Wheeler, Daniel H","47"
"ASP","062","Topc Lrng Supprt Instrct","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","6","8","1","Elwert, Charles","15"
"ASP","086","Crit Rdg/Thinking I-LARES","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","3","0","0","0","0","57","2","1","Pulido, Isaura Betzabe","63"
"ASP","092","Vocabulary Enrichment","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","1","0","0","0","0","14","0","0","Downs, Cecelia A","15"
"BA","100","Business Admin Orientation","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","1","Blanton, Dana N.","21"
"BCMG","501","Faculty Rsch Seminars","2509","Biochem & Molecular Genetics","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","Tyner, Angela L","14"
"BCMG","515","Journal Club","2509","Biochem & Molecular Genetics","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Ho, Yee-Kin","39"
"BCMG","595","Student Research Seminars","2509","Biochem & Molecular Genetics","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","1","Moser, Bettina Anita","61"
"BIOE","415","Biomechanics","2437","Biomedical Eng - Engineering","4","9","4","0","0","0","0","0","1","0","0","0","0","0","0","0","Patwardhan, Avinash Gajanan","18"
"BIOE","439","Biostatistics","2437","Biomedical Eng - Engineering","6","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","Lu, Hui","11"
"BIOS","296","Directed Instruction","2453","Biological Sciences","0","0","0","0","0","0","0","1","0","0","0","0","0","11","0","0","Murphy, Alvin Don","12"
"BIOS","331","Ecology Laboratory","2453","Biological Sciences","50","30","9","1","4","0","0","0","1","0","0","0","0","0","0","0","Brown, Joel S","95"
"BIOS","452","Biochemistry I","2458","Chemistry","25","29","38","3","6","0","0","0","1","0","0","0","0","0","0","3","Kassner, Richard J","105"
"BIOS","539","Ecology  & Evolution Seminar","2453","Biological Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","Mason-Gamer, Roberta J","32"
"BIOS","594","Tchg. Midwestern Ecosystems","2453","Biological Sciences","1","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","Gonzalez-Meler, Miquel Angel","19"
"BMS","621","Rural Medicine I","2491","Family Medicine","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","urbana, Courtesy instruction","16"
"BMS","666","Essentials Clinical Med I","2649","Administration","0","0","0","0","0","61","0","0","2","0","2","42","105","0","0","0","Mayer, David Barry","212"
"BSTT","531","Adv Statistical Inference","2891","Epidemiology and Biostatistics","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bhaumik, Dulal","11"
"AAST","103","African-Amer Politics&Culture","2363","Black Studies","0","4","6","2","3","0","0","0","0","0","0","0","0","0","0","1","Boyd, Michelle R.","16"
"AAST","203","African-Amer Family in U.S.","2363","Black Studies","7","8","0","0","0","0","0","0","3","0","0","0","0","0","0","1","Mock, Lynne","19"
"AD","102","Drawing I: Beginning","2702","School of Art and Design","29","8","2","2","2","0","0","0","2","0","0","0","0","0","0","1","Grad Asst","46"
"AD","110","Graphic Design I","2702","School of Art and Design","5","10","7","1","1","0","0","0","0","0","0","0","0","0","0","0","Leather, Christopher Gary","24"
"AD","140","Sculpture I: Beginning","2702","School of Art and Design","9","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","25"
"AD","209","Color Theory","2702","School of Art and Design","10","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","Nasko, Mary Jo","17"
"AD","220","Industrial Design II","2702","School of Art and Design","8","3","2","0","0","0","0","0","0","0","13","0","0","0","0","0","Fujihara, Paul","26"
"AD","241","Sculpture II: Intermediate","2702","School of Art and Design","16","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Peterman, Dan","19"
"AD","251","Printmaking I: Beginning","2702","School of Art and Design","13","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Briggs, Molly","16"
"AD","403","Design Colloquium","2702","School of Art and Design","1","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","Becker, William S","18"
"ANTH","273","Ethnog of Southeast Asia","2841","Anthropology","14","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Junker, Laura Lee","20"
"ARCH","453","Arch Design I","2911","School of Architecture","21","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Brown, David P","47"
"ASP","055","Comm Skls-Intl Grad Students","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","21","6","3","Hessian, John J.","30"
"ASP","095","Academic & Professional Wrtg","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","16","2","2","Hessian, John J.","20"
"BCMG","575","Topics in Biochem Mol Genetics","2509","Biochem & Molecular Genetics","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Katzen, Alisa L","13"
"BHIS","505","Leg &Soc Issues in Hlth Info","2318","Biomed & Health Info Sciences","10","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Walker, Rosemary","13"
"BHIS","510","Hlth Care Info Syst I","2318","Biomed & Health Info Sciences","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","Pawola, Lawrence M.","16"
"BIOE","460","Biomaterials","2437","Biomedical Eng - Engineering","14","14","14","6","5","0","0","0","0","0","0","0","0","0","0","2","McCormick, Susan M","55"
"BIOE","481","Bioinformatics Laboratory","2437","Biomedical Eng - Engineering","7","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Lu, Hui","11"
"BIOS","223","Cell Biology Laboratory","2453","Biological Sciences","15","15","3","0","4","0","0","0","1","0","0","0","0","0","0","4","Grad Asst","42"
"BIOS","223","Cell Biology Laboratory","2453","Biological Sciences","9","7","2","0","1","0","0","0","0","0","0","0","0","0","0","0","Nichols, Brian P","19"
"BIOS","350","General Microbiology","2453","Biological Sciences","12","23","37","9","7","0","0","0","0","0","0","0","0","0","0","4","Gibbons, Sandra Helen","92"
"BIOS","524","Molecular Biology I","2453","Biological Sciences","7","5","0","0","2","0","0","0","1","0","0","0","0","0","0","1","Morrison, Donald A","16"
"BIOS","599","Doctoral Thesis Research","2453","Biological Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","Alfonso, Aixa","12"
"BMS","604","Physiology I","2761","Administration & Gen Exp","0","0","0","0","0","0","0","0","0","0","3","25","0","95","2","0","urbana, Courtesy instruction","125"
"BMS","620","Medical Statistics","2516","Medical Infor Science","0","0","0","0","0","0","0","0","0","0","2","44","0","70","0","0","urbana, Courtesy instruction","116"
"BPS","595","Departmental Seminar","2295","Biopharmaceutical Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","Gemeinhart, Richard A.","21"
"ACTG","355","Business Law I","2656","Accounting","20","30","22","8","1","0","0","0","0","0","0","0","0","0","0","3","Roe, Helen M","84"
"ACTG","475","Database Accounting Systems","2656","Accounting","20","16","4","3","2","0","0","0","0","0","0","0","0","0","0","1","Popowits, Michael T","46"
"ACTG","484","International Accounting","2656","Accounting","13","10","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Riahi-Belkaoui, Ahmed","24"
"AD","110","Graphic Design I","2702","School of Art and Design","9","10","5","0","1","0","0","0","0","0","0","0","0","0","0","0","Fiester, Janna","25"
"AD","140","Sculpture I: Beginning","2702","School of Art and Design","18","4","0","1","0","0","0","0","2","0","0","0","0","0","0","0","Manglano-Ovalle, Inigo","25"
"AD","160","Photography I","2702","School of Art and Design","6","7","6","2","1","0","0","0","1","0","20","0","0","0","0","1","Grad Asst","44"
"AD","251","Printmaking I: Beginning","2702","School of Art and Design","8","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Donner, Christa M","15"
"AD","260","Photography II","2702","School of Art and Design","9","4","3","0","0","0","0","0","0","0","1","0","0","0","0","0","Malagrino, Silvia A","17"
"AD","264","Media Explorations","2702","School of Art and Design","4","6","4","3","0","0","0","0","1","0","0","0","0","0","0","2","Malagrino, Silvia A","20"
"AD","420","Industrial Design VI","2702","School of Art and Design","10","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Melamed, Stephen","14"
"AD","432","Painting III: Advanced","2702","School of Art and Design","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","Sensemann, Susan","14"
"ANTH","105","Human Evolution","2841","Anthropology","74","104","62","13","11","0","0","0","2","0","0","0","0","0","0","6","Grad Asst","272"
"ANTH","227","Anc Civ Mex and Cent Amer","2841","Anthropology","6","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","Palka, Joel W","16"
"ARCH","251","Arch Analysis","2911","School of Architecture","30","63","15","5","2","0","0","0","3","0","0","0","0","0","0","1","Rocah, Louis","119"
"ARCH","414","Professional Practices","2911","School of Architecture","23","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Kupritz, Phillip A","34"
"ARCH","443","Professional Practice I","2911","School of Architecture","14","2","5","1","2","0","0","0","0","0","0","0","0","0","0","0","Jankowski, James","24"
"ARCH","522","Digital Media","2911","School of Architecture","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Friedman, Daniel S.","10"
