"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"AAST","100","Intro African American Studies","2363","Black Studies","16","58","35","11","5","0","0","0","0","0","0","0","0","0","0","5","Mock, Lynne","130"
"AAST","202","African Amer Behav Patterns","2363","Black Studies","21","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Garner, Grady L","23"
"AD","332","Topics in Painting","2702","School of Art and Design","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Fish, Julia Anne","11"
"AD","406","Adv Special Topics in A&D","2702","School of Art and Design","2","11","5","1","0","0","0","0","0","0","0","0","0","0","0","0","Tongish, Sabrina","19"
"AD","485","Educ Pract w/ Seminar II","2702","School of Art and Design","9","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","Poser, Jessica","11"
"AH","100","Intro to Art &Art History","2910","Art History","6","13","19","3","4","0","0","0","0","0","0","0","0","0","0","2","Grad Asst","47"
"AH","160","Trends in Contemp Art","2910","Art History","24","11","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Higgins, Hannah B","38"
"AH","209","Near Eastern Archaeology","2349","Classics & Mediterran Studies","16","6","7","0","0","0","0","0","0","0","0","0","0","0","0","0","Tobin, Jennifer L","29"
"AH","225","19th Cent European Arch","2910","Art History","6","13","13","2","2","0","0","0","0","0","0","0","0","0","0","1","Bruegmann, Robert","37"
"ANTH","102","Intro to Archaeology","2841","Anthropology","5","16","15","2","0","0","0","0","0","0","0","0","0","0","0","2","Grad Asst","40"
"ANTH","309","Writing Culture","2841","Anthropology","7","10","1","2","0","0","0","0","1","0","0","0","0","0","0","0","Grad Asst","21"
"ANTH","394","Anthro of Globalization","2841","Anthropology","10","11","6","1","0","0","0","0","0","0","0","0","0","0","0","0","Doane, Molly","28"
"ARCH","106","Physical Studies","2911","School of Architecture","13","44","28","8","2","0","0","0","0","0","1","0","0","0","0","4","Garofalo, Douglas Anthony","100"
"ARCH","366","Building Design Studio IV","2911","School of Architecture","8","20","17","0","1","0","0","0","0","0","0","0","0","0","0","1","McAnulty, Robert M","47"
"ASAM","125","Intro Asian Amer Studies","2492","English","19","14","7","0","0","0","0","0","0","0","0","0","0","0","0","4","Su, Karen","44"
"ASP","055","Comm Skls-Intl Grad Students","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","24","12","0","Hessian, John J.","36"
"ASP","091","Crit Rdg/Thinking II","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","11","1","0","Koerner, Patrick","12"
"BCMG","515","Journal Club","2509","Biochem & Molecular Genetics","34","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","Ho, Yee-Kin","36"
