"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"ART","280","Collab Printmaking Print Shop","2583","Art","9","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Estrada, William","11"
"BA","351","Legal Environment of Business","2785","Business Administration Admini","22","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Lum, Jason Kai Ming","25"
"BHIS","537","Hlth Info Product Mgmt","2318","Biomed & Health Info Sciences","13","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Czart, Margaret B","17"
"BIOS","336","Animal Behavior Laboratory","2453","Biological Sciences","6","2","0","2","0","0","0","0","1","0","0","0","0","0","0","2","Nelson, Karin Noel","13"
"BVIS","504","Visual Storytelling in BVIS","2318","Biomed & Health Info Sciences","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Lebowicz, Leah Amanda","22"
"CD","522","Chicago Charette I","2727","Urban Planning and Policy","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Vidyarthi, Sanjeev","12"
"CELE","604","Advanced Emerg Medicine","2498","Emergency Medicine","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","Thomas, Dorian E","15"
"CELE","616","Radiology","2713","Radiology","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","Xie, Karen Lin","16"
"CHEM","122","General Chemistry I Lecture","2458","Chemistry","8","8","26","12","11","0","0","0","1","0","0","0","0","0","0","7","Montano, Sherwin","73"
"CHEM","123","General Chemistry Lab I","2458","Chemistry","5","3","3","1","1","0","0","0","0","0","0","0","0","0","0","2","Guo, Xingyu","15"
"CHEM","125","General Chemistry Lab II","2458","Chemistry","6","5","2","1","3","0","0","0","0","0","0","0","0","0","0","0","Reji, Rosmi","17"
"CHEM","233","Synthesis Techniques Lab","2458","Chemistry","1","4","4","3","1","0","0","0","0","0","0","0","0","0","0","0","Galaktionova, Daria","13"
"CI","429","Sec Sci Ed in Urban Settings","2783","Curriculum and Instruction","10","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","Nishimura, Marlynne K","15"
"CI","504","Secondary Literacy","2783","Curriculum and Instruction","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Phillips, Nathan C","17"
"CLER","602","Psychiatry","2722","Psychiatry","0","0","0","0","1","0","0","0","0","0","62","0","0","0","0","0","Thomas, Dorian E","63"
"CLER","618","Pediatrics","2821","Pediatrics","0","0","0","0","0","0","0","4","0","0","19","0","0","0","0","0","Kramer, Elizabeth Jane","23"
"CLER","619","Surgery","2848","Surgery","0","0","0","0","0","0","0","6","0","0","11","0","0","0","0","0","Alley, Robin A","17"
"CLER","635","Medicine","2532","Med & Medical Specialties","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","Thomas, Dorian E","14"
"CLJ","101","Intro to Crim, Law, & Justice","2909","Criminology, Law, and Justice","3","4","1","0","1","0","0","0","0","0","0","0","0","0","0","1","Cohen-Boseman, Torey James","10"
"CME","201","Statics","2737","Civil, Matls & Env Engineering","7","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","Peiravian, Farideddin","14"
"COMM","102","Intro Interpersonal Comm","2493","Communication","7","8","3","2","0","0","0","0","0","0","0","0","0","0","0","0","Page, Janis Teruggi","20"
"DBCS","321","Biomed and Clin Sciences III","2758","Dentistry Administration","33","26","7","0","0","0","0","2","0","0","0","0","0","0","0","0","Miloro, Mary Beth","68"
"ECE","340","Electronics I","2949","Electrical & Computer Engr","7","3","3","1","2","0","0","0","0","0","0","0","0","0","0","0","Metlushko, Vitali V","16"
"ED","307","Nature & Practices of Nat Sci","2208","Education","11","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","Nishimura, Marlynne K","12"
"EDPS","544","Research Design in EDPS","2835","Educational Policy Studies","8","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","Mayrowetz, David S","10"
"ENGL","102","Introduction to Film","2492","English","8","1","1","0","2","0","0","0","0","0","0","0","0","0","0","1","Osborne, Andrew M","13"
"EPSY","594","Spcl Topics in Ed Psych","2621","Educational Psychology","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","1","Chen, Ying","20"
"FIN","594","Commodity Pricing","2691","Finance","8","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Golubeva, Evgenia","13"
"BIOS","104","Biology for Non-majors","2453","Biological Sciences","24","22","5","4","3","0","0","0","0","0","0","0","0","0","0","4","Gibbons, Sandra Helen","62"
"BIOS","222","Cell Biology","2453","Biological Sciences","20","21","11","3","2","0","0","0","0","0","0","0","0","0","0","3","Linn, Stephen Carl","60"
"BIOS","294","Study Abroad: Galapagos","2453","Biological Sciences","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","Nelson, Karin Noel","22"
"BLST","101","Intro Black Diaspora Studies","2363","Black Studies","17","5","1","0","0","0","0","0","0","0","0","0","0","0","0","2","LaMothe, Mario Jacques","25"
"BPS","596","Indep Study Forensic Sci","2440","Pharmaceutical Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","Larsen, Albert Karl","10"
"BSTT","413","Intro to Data Analysis w/ R","2891","Epidemiology and Biostatistics","18","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Awadalla, Saria Salah","20"
"CELE","602","Anesthesiology","2258","Anesthesiology","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","Nishioka, Hokuto","14"
"CHEM","123","General Chemistry Lab I","2458","Chemistry","3","7","2","2","1","0","0","0","0","0","0","0","0","0","0","0","Mondal, Ritabrata","15"
"CHEM","233","Synthesis Techniques Lab","2458","Chemistry","6","4","4","2","0","0","0","0","0","0","0","0","0","0","0","1","Osei Badu, Brian K","17"
"CHEM","234","Organic Chemistry II","2458","Chemistry","4","2","6","2","2","0","0","0","0","0","0","0","0","0","0","5","Yermolina, Maria V","21"
"CHSC","423","Community Health 3","2245","Community Health Sciences","21","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Suggs, Gia Desvernal","22"
"CLER","604","Surgery","2271","Surgery","0","0","0","0","0","0","0","0","1","0","50","0","0","0","0","0","Bartholomew, Amelia M","51"
"CLER","612","Medicine Sub-Internship","2586","Medicine","0","0","0","0","0","0","0","0","2","0","51","0","0","0","0","0","Khan, Asra R","53"
"CLER","620","Medicine","2554","Internal Medicine","0","0","0","0","0","0","0","4","0","0","16","0","0","0","0","0","Fischer, Jacqueline L","20"
"CLJ","200","Law and Society","2909","Criminology, Law, and Justice","3","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Matoesian, Greg","11"
"COMM","101","Intro to Communication","2493","Communication","2","5","2","0","2","0","0","0","0","0","0","0","0","0","0","4","Puig Abril, Eulalia","15"
"COMM","250","Social Media and Society","2493","Communication","4","9","2","2","0","0","0","0","0","0","0","0","0","0","0","1","Meraz, Sharon M","18"
"COMM","394","Public Relations Campaigns","2493","Communication","7","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","Page, Janis Teruggi","11"
"CS","391","Computer Sci Practicum","2699","Computer Science","0","0","0","0","0","0","0","0","5","0","0","0","0","13","0","1","Troy, Patrick A","19"
"DOST","331","Oral/Systemc Topcs in Dent I","2758","Dentistry Administration","26","28","9","0","0","0","0","6","0","0","0","0","0","0","0","0","Kawar, Nadia","69"
"ECON","220","Microeconomics","2525","Economics","7","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Tauras, John Arvydas","24"
"ECON","221","Macroeconomics","2525","Economics","9","17","18","3","4","0","0","0","0","0","0","0","0","0","0","2","Karras, Georgios","53"
"ENGL","160","Academic Writing I","2492","English","5","6","3","0","0","0","0","0","0","0","0","0","0","0","0","1","Hayden, Amy L","15"
"ENGL","161","Academic Writing II","2492","English","14","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","AlQaisi, Mohammed Qays Khaleel","22"
"EPSY","160","Games, Learning, & Society","2621","Educational Psychology","25","6","0","1","1","0","0","0","0","0","0","0","0","0","0","1","Figueroa-Rivera, Raul","34"
"HN","455","Supervised Practice II","2960","Kinesiology and Nutrition","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","Oshita, Shayna Emily","35"
"IDS","371","Business Statistics II","2672","Information/Decision Sciences","5","2","2","9","4","0","0","0","0","0","0","0","0","0","0","0","Sparks, John","22"
"IDS","552","Supply Chain Management","2672","Information/Decision Sciences","35","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Liotine, Matthew","39"
"ACTG","326","Cost Accounting","2656","Accounting","6","5","0","0","1","0","0","0","0","0","0","0","0","0","0","2","Maksy, Mostafa","14"
"BHIS","541","Health Data Analytics","2318","Biomed & Health Info Sciences","11","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Krive, Jacob","16"
"BHIS","595","BHIS Seminar","2318","Biomed & Health Info Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","Lebowicz, Leah Amanda","22"
"CELE","606","Research-Medicine","2586","Medicine","0","0","0","0","0","0","0","0","0","0","18","0","0","3","0","0","Thomas, Dorian E","21"
"CHE","312","Transport Phenomena II","2709","Chemical Engrg","4","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","Zalc, Jeffrey","12"
"CHEM","232","Organic Chemistry I","2458","Chemistry","14","6","24","2","5","0","0","0","2","0","0","0","0","0","0","5","Yermolina, Maria V","58"
"CHEM","314","Inorganic Chemistry","2458","Chemistry","2","4","1","0","0","0","0","0","5","0","0","0","0","0","0","1","Jursich, Gregory","13"
"CLER","616","Obstetrics and Gynecology","2264","Obstetrics & Gynecology","0","0","0","0","0","0","0","2","0","0","26","0","0","0","0","0","Lee, Thomas Gregory","28"
"CLJ","356","Comm Corrections & Reentry","2909","Criminology, Law, and Justice","9","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Gunn, Alana Janell","14"
"COMM","240","Data Journalism","2493","Communication","11","8","0","0","1","0","0","0","0","0","0","0","0","0","0","2","Reilley, Michael","22"
"CS","401","Computer Algorithms I","2610","Math, Statistics, & Comp Scnc","9","13","26","13","6","0","0","0","1","0","0","0","0","0","0","4","Adrovic, Danko","72"
"DHD","594","Technology to Support UDL","2871","Disability & Human Development","19","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Skalitzky, Jennifer Trunk","20"
"ECON","121","Principles of Macroeconomics","2525","Economics","18","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","James, Ann","26"
"EPSY","326","Child Hlth Safety & Nutrition","2621","Educational Psychology","7","4","2","0","1","0","0","0","0","0","0","0","0","0","0","0","Moss, Debra Lynn","14"
"FIN","500","Intro to Corp Finance","2691","Finance","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","Hu, Xiaoqing","26"
"FIN","512","Portfolio Analysis","2691","Finance","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","Chen, Hsiu-Lang","18"
"HIST","105","Global Transformations","2316","History","5","6","5","4","1","0","0","0","0","0","0","0","0","0","0","0","Daly, Jonathan W.","21"
"HPA","461","Information & Decision Support","2399","Health Policy & Administration","27","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Wickramasinghe, Nilmini","38"
"HPA","495","MHA Preceptorship","2399","Health Policy & Administration","0","0","0","0","0","0","0","0","4","0","0","0","0","36","0","0","Powell, Lisa M","40"
"IDS","532","Intro to Operations Mgmt","2672","Information/Decision Sciences","34","16","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Nadarajah, Selvaprabu","51"
"IDS","589","MIS Co-op","2672","Information/Decision Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","140","0","0","Lacy, Virginia","140"
"IPHS","594","Implementation Science","2592","School of Public Health","19","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","Welter, Christina Rose","21"
"IPHS","650","Applied Practice Experience","2592","School of Public Health","0","0","0","0","0","0","0","33","0","0","0","0","0","11","0","1","Rothstein, Jessica","45"
"KN","253","Human Anatomy & Phys I","2960","Kinesiology and Nutrition","5","14","4","0","0","0","0","0","0","0","0","0","0","0","0","0","Corbo, Gillian","23"
"LAW","408","Legal Writing","2984","UIC Law","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Petrolis, Erin Marie","0"
"MATH","121","Precalculus Mathematics","2610","Math, Statistics, & Comp Scnc","16","4","1","1","0","0","0","0","0","0","0","0","0","0","0","5","Kursell, Anita","27"
"MDP","605","Block5: Digestion&Homeost 2","2718","Administration","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","Thomas, Dorian E","3"
"MDR","605","Block5: Digestion&Homeost 2","2718","Administration","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","Thomas, Dorian E","4"
"BVIS","552","Graphic Design","2318","Biomed & Health Info Sciences","21","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Schaar, Christine Anne","22"
"CELE","601","Special Topics-Anatomy","2387","Anatomy and Cell Biology","0","0","0","0","0","0","0","0","0","0","29","0","0","1","0","0","Thomas, Dorian E","30"
"CELE","606","Special Topics-Medicine","2586","Medicine","0","0","0","0","0","0","0","0","0","0","7","0","0","4","0","0","Thomas, Dorian E","11"
"CHEM","125","General Chemistry Lab II","2458","Chemistry","7","1","3","0","0","0","0","0","0","0","0","0","0","0","0","1","Sena, Sebastian","12"
