"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"AAST","111","Intro Af Amer Lit Since 1910","2363","Black Studies","6","13","5","1","2","0","0","0","0","0","0","0","0","0","0","4","Jun, Helen Heran","31"
"ACTG","465","Govt & Non-Profit Actg","2656","Accounting","3","4","4","0","0","0","0","0","0","0","0","0","0","0","0","1","Kemp, Robert E","12"
"ACTG","493","Actg Cases Research & Analysis","2656","Accounting","25","42","12","1","0","0","0","0","0","0","0","0","0","0","0","0","Li, Siyi","80"
"ACTG","500","Intro Financial Actg","2656","Accounting","10","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Goodman, Charles Joseph","20"
"ACTG","516","Financial Statement Analysis","2656","Accounting","16","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Ramakrishnan, Ram T S","29"
"ACTG","585","Corporate Valuation &Actg Info","2656","Accounting","7","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Kirschenheiter, Michael","17"
"AH","207","Topics in Arch Art Design","2910","Art History","4","9","10","0","0","0","0","0","1","0","0","0","0","0","0","1","Dubin, Nina","25"
"AHS","200","Intro Integrated Health","2797","Applied Health Sciences Admin","34","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Kieso, Tiana Al-Aswad","38"
"AHS","393","Health Science Experience","2797","Applied Health Sciences Admin","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","John, Demetra","10"
"ANTH","279","South Asian Cultures","2841","Anthropology","9","13","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Reddy, Gayatri","23"
"ARAB","104","Intermediate Arabic II","2349","Classics & Mediterran Studies","11","2","1","0","0","0","0","0","0","0","2","0","0","0","0","0","Babiker, Mariam","16"
"ARCH","252","Modern Architecture","2911","School of Architecture","5","22","23","7","1","0","0","0","0","0","0","0","0","0","0","0","Eisenschmidt, Alexander","58"
"ART","112","Introduction to Drawing","2583","Art","30","9","1","0","1","0","0","0","1","0","0","0","0","0","0","2","Nickodemus, Timothy Peter","44"
"ART","150","Intro to New Media Arts","2583","Art","13","6","1","0","0","0","0","0","0","0","0","0","0","0","0","2","Chambers, Jonathan R","22"
"ART","160","Intro to Digital Photo","2583","Art","14","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Malagrino, Silvia A","17"
"ART","160","Intro to Digital Photo","2583","Art","5","5","2","0","1","0","0","0","1","0","0","0","0","0","0","1","Woods-Morrow, Derrick","15"
"ART","376","Topics in Audio","2583","Art","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","Acierto, Alejandro Toledo","15"
"BA","289","Business Internship Program","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","74","1","1","Anderson, John D","76"
"BHIS","537","Hlth Care IT Vendor Mgmt","2318","Biomed & Health Info Sciences","39","13","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Bimmerle, Cathleen","54"
"BHIS","554","HI Business Intelligence","2318","Biomed & Health Info Sciences","11","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Shah, Sanket","23"
"BIOE","101","Intro to Bioengineering","2437","Biomedical Eng - Engineering","13","1","2","4","4","0","0","0","0","0","0","0","0","0","0","5","Eddington, David Thomas","29"
"BIOE","410","Medical Device Requirements","2437","Biomedical Eng - Engineering","45","11","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Bogdanowicz, Leszek B","59"
"BIOE","532","Adv Bio Systems Analysis","2437","Biomedical Eng - Engineering","9","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","Linninger, Andreas A","10"
"BIOS","104","Biology for Non-majors","2453","Biological Sciences","37","50","27","4","2","0","0","0","0","0","0","0","0","0","0","7","Muller, Michael T","127"
"BIOS","325","Vertebrate Embryology","2453","Biological Sciences","18","10","11","7","6","0","0","0","0","0","0","0","0","0","0","1","McGinley, Andrea Louise","53"
"BIOS","335","History of Life","2453","Biological Sciences","6","12","9","3","2","0","0","0","1","0","0","0","0","0","0","3","Nelson, Karin Noel","36"
"BMS","668","Medical Genetics","2509","Biochem & Molecular Genetics","0","0","0","0","0","0","0","1","0","0","0","0","0","192","0","1","Thomas, Dorian E","194"
"AAST","294","James Baldwin","2363","Black Studies","7","4","5","1","0","0","0","0","0","0","0","0","0","0","0","2","Jabir, Johari","19"
"ACTG","315","Intermediate Financial Actg I","2656","Accounting","16","20","21","6","2","0","0","0","0","0","0","0","0","0","0","4","Nekrasov, Alexander","69"
"ACTG","470","Ethical Environment Business","2656","Accounting","46","34","6","1","2","0","0","0","0","0","1","0","0","0","0","0","Scully, George","90"
"ACTG","474","Actg Information Systems","2656","Accounting","30","31","7","0","2","0","0","0","0","0","0","0","0","0","0","4","Jastrzebski, Ronald J","74"
"ACTG","508","Federal Income Tax-Grad","2656","Accounting","9","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Kohorst, Chad","15"
"AH","206","Museum & Exhibition in Motion","2910","Art History","7","3","1","1","0","0","0","0","0","0","1","0","0","0","0","0","Moskalewicz, Magdalena Maria","13"
"AHS","402","Inter-professional Seminar","2797","Applied Health Sciences Admin","15","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Bulanda, Michelle M","23"
"ANTH","102","Intro to Archaeology","2841","Anthropology","31","58","52","19","8","0","0","0","0","0","0","0","0","0","0","7","Grad Asst","175"
"ARCH","206","Architectural Studio 4","2911","School of Architecture","7","31","13","0","0","0","0","0","0","0","0","0","0","0","0","0","Jaworska, Anna Maria","51"
"ART","130","Intro to Painting + Color","2583","Art","21","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Kent, Caroline Renee","22"
"ART","212","Topics in Drawing I","2583","Art","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Frid, Dianna","10"
"ART","330","Topics in Painting II","2583","Art","8","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Metzger, Matthew John","11"
"ART","360","Topics in Photography","2583","Art","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Geissler, Beate","10"
"BA","190","UIC Business Seminar Program","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","119","0","0","Prazza, Angela J","119"
"BA","200","Managerial Communication","2785","Business Administration Admini","20","11","3","0","1","0","0","0","0","0","0","0","0","0","0","1","Thomas, Richard Steven","36"
"BA","420","Professional Presence","2785","Business Administration Admini","12","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Thomas, Richard Steven","17"
"BA","420","Professional Presence","2785","Business Administration Admini","17","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Warner, Kimberly","20"
"BHIS","546","Leadership Dvlpmnt in HI","2318","Biomed & Health Info Sciences","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Cutts, Jennifer","13"
"BIOE","423","Biomedical Imaging Laboratory","2437","Biomedical Eng - Engineering","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Klatt, Dieter","14"
"BIOE","505","NanoBioTechnology","2437","Biomedical Eng - Engineering","27","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","Stroscio, Michael","28"
"BIOS","100","Biol of Cells & Organisms","2453","Biological Sciences","32","91","98","19","5","0","0","0","0","0","0","0","0","0","0","10","Gibbons, Sandra Helen","255"
"BIOS","101","Populations & Communities","2453","Biological Sciences","60","98","88","4","3","0","0","0","2","0","0","0","0","0","0","16","Ale, Som Bahadur","271"
"BIOS","240","Animal Physiology","2453","Biological Sciences","30","47","50","6","2","0","0","0","0","0","1","0","0","0","0","2","Molumby, Alan J","138"
"BIOS","350","General Microbiology","2453","Biological Sciences","45","132","98","44","27","0","0","0","0","0","0","0","0","0","0","40","Gibbons, Sandra Helen","386"
"BIOS","443","Advanced Mammalian Physiology","2453","Biological Sciences","14","15","15","6","0","0","0","0","0","0","0","0","0","0","0","4","Park, Thomas J","54"
"BIOS","490","Intro to Biostatistics with R","2453","Biological Sciences","12","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Wise, David H.","13"
"BMS","610","Foundations in Clinical Med","2761","Administration & Gen Exp","0","0","0","0","0","0","0","0","0","0","131","0","0","1","0","1","Thomas, Dorian E","133"
"ACTG","210","Intro Fin Acct for Actg Majors","2656","Accounting","25","64","23","15","4","0","0","0","0","0","0","0","0","0","0","22","Galvan, Abel","153"
"ACTG","210","Intro Financial Accounting","2656","Accounting","12","26","41","22","26","0","0","0","1","0","0","0","0","0","0","18","Thomas, Barbara Ann","146"
"ACTG","211","Intr Man Actg for Bus Scholars","2656","Accounting","21","11","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Martin, Melissa","35"
"ACTG","326","Cost Accounting","2656","Accounting","51","34","4","1","1","0","0","0","0","0","0","0","0","0","0","1","Jastrzebski, Ronald J","92"
"ACTG","417","Adv Financial Accounting","2656","Accounting","15","10","6","2","1","0","0","0","0","0","0","0","0","0","0","3","Chen, Gary","37"
"ACTG","456","Business Law II","2656","Accounting","9","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Marutzky, Eileen","11"
"ACTG","502","Financial Accounting I","2656","Accounting","11","5","1","0","0","0","0","0","0","0","1","0","0","0","0","0","Pandit, Shailendra","18"
"ACTG","506","Management Accounting","2656","Accounting","16","11","4","0","0","0","0","0","0","0","0","0","0","0","0","0","Kemp, Robert E","31"
"AH","100","Intro to Art &Art History","2910","Art History","61","35","22","2","3","0","0","0","0","0","0","0","0","0","0","13","Grad Asst","136"
"AH","111","World Hist Art & Built Env II","2910","Art History","101","77","30","11","22","0","0","0","4","0","2","0","0","0","0","5","Higgins, Hannah B","252"
"AH","201","Reading&Writing Art Criticism","2910","Art History","5","21","3","1","3","0","0","0","1","0","0","0","0","0","0","0","Grad Asst","34"
"AH","233","Film History II: WWII-Present","2492","English","6","5","3","1","1","0","0","0","0","0","0","0","0","0","0","0","Rubin, Martin L.","16"
"AH","542","Exhibition Practices","2910","Art History","13","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","Stewart, Lorelei","18"
