"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"AAST","110","Intro Af Amer Lit, 1760-1910","2363","Black Studies","7","13","1","0","1","0","0","0","2","0","0","0","0","0","0","1","Clarke, Ainsworth A.","25"
"ACTG","355","Business Law I","2656","Accounting","16","16","12","8","2","0","0","0","0","0","0","0","0","0","0","2","Scully, George","56"
"ACTG","445","Federal Income Tax I","2656","Accounting","20","33","6","3","1","0","0","0","0","0","0","0","0","0","0","2","Savor, Stephanie Sikes","65"
"ACTG","475","Database Accounting Systems","2656","Accounting","5","7","5","1","0","0","0","0","0","0","0","0","0","0","0","0","Popowits, Michael T","18"
"ACTG","493","Actg Cases Research & Analysis","2656","Accounting","30","36","12","4","0","0","0","0","0","0","0","0","0","0","0","0","Engel, Ellen","82"
"AH","260","European Art 1750 to 1900","2910","Art History","5","13","12","0","1","0","0","0","1","0","0","0","0","0","0","2","Dubin, Nina","34"
"AHS","101","Experiential Learning I","2797","Applied Health Sciences Admin","0","0","0","0","0","0","0","0","0","0","0","0","0","89","1","0","Wescott, Jennifer J","90"
"AHS","200","Intro Integrated Health","2797","Applied Health Sciences Admin","123","11","0","0","0","0","0","0","0","0","0","0","0","0","0","2","Kieso, Tiana Al-Aswad","136"
"AHS","402","Inter-professional Seminar","2797","Applied Health Sciences Admin","49","14","6","0","1","0","0","0","0","0","0","0","0","0","0","1","Wescott, Jennifer J","71"
"ANTH","239","People and Their Animals","2841","Anthropology","8","8","2","0","1","0","0","0","3","0","0","0","0","0","0","2","Rogers, Leland","24"
"ANTH","309","Writing Culture","2841","Anthropology","7","8","3","0","1","0","0","0","0","0","0","0","0","0","0","4","Hendrickson, Mitchel J","23"
"ARAB","230","Arabic Literature in Tran","2349","Classics & Mediterran Studies","31","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Kamal, Mustapha","35"
"ARCH","553","Architectural Design III","2911","School of Architecture","3","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Dean, Penelope","11"
"ART","130","Intro to Painting + Color","2583","Art","23","15","0","0","1","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","40"
"ART","150","Intro to New Media Arts","2583","Art","8","3","2","0","2","0","0","0","0","0","0","0","0","0","0","3","Boyles, Jenna","18"
"ART","150","Intro to New Media Arts","2583","Art","3","10","5","0","1","0","0","0","0","0","0","0","0","0","0","1","Perry, Alan James","20"
"ART","151","Intro to Creative Coding","2583","Art","16","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","Collins, Christopher L","19"
"ART","151","Intro to Creative Coding","2583","Art","32","1","0","1","1","0","0","0","0","0","1","0","0","0","0","2","Foss, Caleb James","38"
"ART","160","Intro to Digital Photo","2583","Art","12","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Ischar, Doug","19"
"ART","170","Introduction to Filmmaking","2583","Art","22","5","4","1","1","0","0","0","0","0","1","0","0","0","0","3","Grad Asst","37"
"ASP","031","Engl for Academic Purposes I","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","Bonarek, Rebecca L","10"
"ASP","032","Engl for Academic Purposes II","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","23","5","0","Buendia, Jenna Rashel","28"
"BA","200","Managerial Communication","2785","Business Administration Admini","25","26","9","1","1","0","0","0","0","0","0","0","0","0","0","2","Duros, Sally","64"
"BA","200","Managerial Communication","2785","Business Administration Admini","50","8","1","0","1","0","0","0","0","0","0","0","0","0","0","1","Souri, Ranjit J","61"
"BA","290","Business Ethics for BBA Online","2785","Business Administration Admini","16","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","McWilliams, Abagail","23"
"BA","420","Professional Presence","2785","Business Administration Admini","43","14","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Anderson, Stephanie Leigh","59"
"BCMG","595","Student Research Seminars","2509","Biochem & Molecular Genetics","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","Moser, Bettina Anita","21"
"ACTG","210","Intro Financial Accounting BBA","2656","Accounting","18","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Jastrzebski, Ronald J","21"
"ACTG","211","Intro Managerial Accounting","2656","Accounting","44","67","50","17","7","0","0","0","0","0","0","0","0","0","0","4","Jastrzebski, Ronald J","189"
"ACTG","355","Business Law I","2656","Accounting","10","4","2","2","1","0","0","0","0","0","0","0","0","0","0","1","Leahy, Edward","20"
"ACTG","476","Enterprise Acctng Systems","2656","Accounting","6","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Kupchek, Michael J","10"
"AH","100","Intro to Art &Art History","2910","Art History","23","24","12","1","2","0","0","0","2","0","0","0","0","0","0","6","Archias, S Elise","70"
"AH","160","Trends in Contemp Art","2910","Art History","13","30","18","5","2","0","0","0","0","0","0","0","0","0","0","2","Stimson, Blake","70"
"AH","204","Greek Art & Archaeology","2349","Classics & Mediterran Studies","3","6","5","1","0","0","0","0","0","0","0","0","0","0","0","0","Ros, Karen E","15"
"AHS","210","Intro to Rehab Science","2797","Applied Health Sciences Admin","63","10","1","0","0","0","0","0","1","0","1","0","0","0","0","1","Hasnain, Rooshey","77"
