"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"AAST","225","Racial and Ethnic Groups","2772","Sociology","4","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","10"
"ACTG","355","Business Law I","2656","Accounting","10","12","8","0","0","0","0","0","0","0","0","0","0","0","0","0","Blessen, Richard Phillip","30"
"ACTG","456","Business Law II","2656","Accounting","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Marutzky, Eileen","10"
"ACTG","503","Financial Accounting II","2656","Accounting","8","4","3","0","0","0","0","0","0","0","0","0","0","0","0","3","Leventhal, Brian W","18"
"AH","233","Film History II: WWII-Present","2492","English","7","7","3","1","0","0","0","0","0","0","0","0","0","0","0","1","Rubin, Martin L.","19"
"AH","266","Topics in Global Visual Envrmt","2910","Art History","8","4","2","0","0","0","0","0","2","0","0","0","0","0","0","0","Harmansah, Omur","16"
"ANTH","226","North American Archaeology","2841","Anthropology","8","11","1","0","1","0","0","0","0","0","0","0","0","0","0","3","Hasenstab, Robert John","24"
"ARAB","104","Intermediate Arabic II","2349","Classics & Mediterran Studies","19","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Babiker, Mariam","24"
"ARCH","206","Architectural Studio 4","2911","School of Architecture","18","30","9","0","0","0","0","0","0","0","1","0","0","0","0","2","Kelley, Thomas","60"
"ARCH","499","Special Topics","2911","School of Architecture","2","3","0","0","0","0","0","0","0","0","5","0","0","0","0","0","Bair, Kelly","10"
"ARCH","586","Arch Theory & History IV","2911","School of Architecture","6","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","Ahmed, Zehra Syed","13"
"BHIS","461","Info Systems for HIM","2318","Biomed & Health Info Sciences","1","7","3","3","1","0","0","0","0","0","0","0","0","0","0","0","Patena, Karen R","15"
"BHIS","499","Info Sources in BHIS","2318","Biomed & Health Info Sciences","54","15","5","2","1","0","0","0","0","0","0","0","0","0","0","3","Wencel-Drake, June D","80"
"BHIS","594","Special Topics  in BHIS","2318","Biomed & Health Info Sciences","7","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Shah, Sanket","12"
"BIOE","102","Bioengineering Freshman Smnr","2437","Biomedical Eng - Engineering","0","0","0","0","0","0","0","0","0","0","0","0","0","45","8","2","Valdez-Jasso, Daniela","55"
"BIOE","594","Implant Design","2437","Biomedical Eng - Engineering","15","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","Natarajan, Raghu","17"
"BIOE","594","Math and Computational Methods","2437","Biomedical Eng - Engineering","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","1","Linninger, Andreas A","13"
"BIOS","101","Populations & Communities","2453","Biological Sciences","64","109","72","2","2","0","0","0","1","0","0","0","0","0","0","8","Molumby, Alan J","258"
"BIOS","196","Biology Colloquium","2453","Biological Sciences","34","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Schmidt, Jennifer Virginia","37"
"BIOS","399","Independent Research","2453","Biological Sciences","0","0","0","0","0","0","0","13","0","0","0","0","0","23","0","0","Stark, Tricia C","36"
"BIOS","452","Biochemistry I","2458","Chemistry","8","42","14","0","0","0","0","0","7","0","0","0","0","0","0","4","Miller, Lawrence","75"
"BIOS","599","Doctoral Thesis Research","2453","Biological Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","Brown, Joel S","11"
"BSTT","401","Biostatistics II","2891","Epidemiology and Biostatistics","17","4","0","0","0","0","0","0","0","0","0","0","0","0","0","3","Aryal, Subhash","24"
"BSTT","567","Advanced Survival Analysis","2891","Epidemiology and Biostatistics","5","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","Chen, Hua Yun","10"
"BVIS","543","Computer Animation II","2318","Biomed & Health Info Sciences","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Brennan, Kevin Michael","13"
"CHE","210","Material & Energy Balances","2709","Chemical Engrg","9","9","22","15","4","0","0","0","0","0","0","0","0","0","0","4","Akpa, Belinda","63"
"CHE","341","Chemical Process Control","2709","Chemical Engrg","11","12","20","9","0","0","0","0","0","0","0","0","0","0","0","0","Liu, Ying","52"
"CHE","527","Adv Chemical Reaction Engr","2709","Chemical Engrg","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Liu, Ying","17"
"ACTG","470","Ethical Environment Business","2656","Accounting","47","26","11","4","1","0","0","0","0","0","0","0","0","0","0","0","Roe, George","89"
"ACTG","475","Database Accounting Systems","2656","Accounting","16","9","10","3","1","0","0","0","1","0","0","0","0","0","0","1","Popowits, Michael T","41"
"ACTG","502","Financial Accounting I","2656","Accounting","6","6","4","0","0","0","0","0","0","0","0","0","0","0","0","2","Leventhal, Brian W","18"
"AH","480","Collecting Art & Art Museum","2910","Art History","5","5","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Pollak, Martha","12"
"AH","597","Project Research","2910","Art History","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","Quinn, Therese Maura","11"
"ANAT","414","Neuroanatomy Allied Hlth","2387","Anatomy and Cell Biology","26","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Anderson, Conwell H","50"
"ANTH","100","Human Adventure","2841","Anthropology","30","50","58","21","21","0","0","0","0","0","0","0","0","0","0","18","Bauer, Brian S","198"
"ANTH","227","Anc Civ Mex and Cent Amer","2841","Anthropology","7","11","1","1","1","0","0","0","0","0","0","0","0","0","0","1","Davis, Christopher Sean","22"
"ARAB","250","The Heritage of Muslim Iberia","2349","Classics & Mediterran Studies","24","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","Kamal, Mustapha","26"
"ART","101","Signifying Practices","2583","Art","9","4","0","0","1","0","0","0","0","0","0","0","0","0","0","1","Gude, Olivia M","15"
"ART","101","Signifying Practices","2583","Art","3","6","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Peterman, Dan","12"
"ART","190","Intro to Socially Engaged Art","2583","Art","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Lee, Lisa Yun","24"
